sigma_18, sigma_D, sigma_17, diff1, diff2, diff2_17O, divis
8.612038295091602180e-02 8.110520477290301955e-02 8.767881707220209764e-02 8.386661183578964646e-04 9.892527431357494780e-04 1.234808702803174164e-03 1.127494558056114649e+00
8.056994583280080446e-02 7.578690404111391998e-02 8.364419055828081762e-02 7.478613473634460052e-04 9.189817295718755987e-04 1.202446898336249383e-03 1.130206527074128831e+00
8.437376195312079608e-02 7.484200327367951378e-02 8.613273238554683409e-02 1.517606252104440091e-03 1.037045179400444697e-03 1.195439528968525629e-03 1.270936988854300953e+00
7.943950366749454040e-02 7.407917398169087952e-02 8.305277333042611343e-02 8.229107251282513288e-04 9.945918483789150440e-04 1.017350079690529981e-03 1.149954830537689432e+00
8.490707414545128895e-02 7.702750685907858164e-02 8.678711978863425103e-02 1.275974427015764794e-03 1.244178240894270324e-03 1.320027886495767511e-03 1.215055368131622293e+00
8.490952245905691864e-02 7.762789525151812808e-02 8.724797515000602688e-02 1.183536883044420361e-03 9.853659748896067411e-04 1.163068461001561535e-03 1.196402121316521905e+00
8.480391762805587763e-02 7.852491232397409981e-02 8.705251815705930540e-02 1.025542589578267230e-03 9.503816943365393614e-04 1.243312044164173510e-03 1.166317818703630937e+00
8.546735074497578688e-02 7.862199299405452091e-02 8.717519708151363900e-02 1.123250261007555095e-03 1.154297880898477301e-03 1.292465224810536309e-03 1.181714017812144357e+00
8.292198556026937617e-02 7.757187845310060947e-02 8.624617551890757794e-02 8.586593625149090483e-04 1.005360447595874925e-03 1.109889682683977245e-03 1.142696162241938485e+00
8.549978380653361354e-02 7.829316536015328010e-02 8.700021618739184337e-02 1.180393288851682224e-03 8.161036376973027215e-04 1.169553300854006246e-03 1.192565742307607257e+00
8.507163532122624661e-02 7.784165870198439530e-02 8.804964678228223429e-02 1.177859306751486042e-03 1.040375651624542369e-03 1.114215383442071494e-03 1.194387911902259569e+00
8.303528822590569569e-02 7.697855742190753969e-02 8.415361144608771160e-02 9.691607880013171361e-04 1.010090913293512811e-03 1.254172713456806233e-03 1.163552165244432723e+00
8.212861006117548601e-02 7.697740158758467621e-02 8.613196759865024421e-02 8.195882354043318788e-04 1.039913705521842936e-03 1.217450751504790384e-03 1.138314981010633886e+00
8.172304658371407071e-02 7.496449233475852014e-02 8.416248173668496035e-02 1.058981231915830795e-03 1.000353756101957569e-03 1.177391095691604234e-03 1.188441717892454452e+00
8.360851943882517678e-02 8.014030633931680525e-02 8.733152882357561597e-02 5.679158225928657849e-04 1.008796492005358068e-03 1.218109876085761867e-03 1.088426405655937179e+00
8.668867285078614426e-02 8.012814606155198305e-02 8.803974181160516277e-02 1.094406209369218168e-03 1.010516216988417617e-03 1.200100695505266829e-03 1.170454456173275926e+00
8.625966811695670589e-02 7.899290756834065341e-02 8.778327986057317400e-02 1.200850897547106784e-03 9.867230496518322388e-04 1.209389706001922889e-03 1.192447772095593050e+00
8.604493153642987779e-02 7.952674038249116228e-02 8.834266224563791514e-02 1.079227807244754860e-03 9.639576850427965639e-04 1.093281308695140831e-03 1.170642326125896027e+00
8.507453923954309827e-02 7.717700363675451813e-02 8.629156725133649286e-02 1.281387336472938204e-03 1.105272336270194658e-03 1.193570769159918834e-03 1.215131795138022497e+00
8.645850211906697114e-02 7.756936318637445982e-02 8.692270209473255960e-02 1.458066483533042648e-03 9.190758044946331206e-04 1.277585525665349709e-03 1.242324248647109997e+00
8.646457163752108155e-02 7.857608879822840231e-02 8.673108436792088816e-02 1.301920417632940197e-03 1.066914776718591975e-03 1.212420254837938806e-03 1.210864573979272940e+00
8.275190729157040626e-02 7.707435043099651606e-02 8.477482859300185247e-02 9.074226660326107502e-04 8.818912850604377013e-04 1.163613470489200524e-03 1.152753045097994589e+00
8.474480973722164912e-02 7.804468213335673255e-02 8.599019162688208151e-02 1.090710368101205710e-03 1.110207966626476552e-03 1.345786839287631438e-03 1.179069989947163055e+00
8.806715361795618147e-02 8.008913183215685128e-02 8.958352370705785495e-02 1.341554508740092598e-03 1.025241886652999155e-03 1.211405212631999498e-03 1.209151580775613244e+00
8.479985374592458047e-02 7.779344887419691046e-02 8.588375580092570682e-02 1.139194507587910563e-03 1.042037141578624473e-03 1.124348365571279035e-03 1.188239963866626336e+00
8.525853896503637896e-02 7.833018918076334325e-02 8.487390435758421225e-02 1.133399929358452386e-03 1.063826904167800014e-03 1.196968941612804298e-03 1.184724640638306292e+00
8.099170727243251711e-02 7.774687248217730662e-02 8.626973982805065388e-02 5.150804661434599946e-04 1.006466867980699382e-03 1.309676939869269720e-03 1.085213661097195859e+00
8.803624860870433444e-02 8.213608117419059218e-02 8.967324370331866690e-02 1.004045238440370164e-03 1.043885974360601572e-03 1.362173664659155998e-03 1.148828232635307645e+00
7.875700623070325257e-02 7.417815919445154560e-02 8.364453360884475941e-02 7.002667289456344923e-04 1.092456887699396091e-03 1.225296764155059609e-03 1.127265705481899971e+00
8.541480422908015457e-02 8.045673398483407790e-02 8.710109591237422122e-02 8.224027379857340100e-04 9.145607303775627091e-04 1.176022984132116169e-03 1.127045635316969108e+00
8.043513406367663876e-02 7.820064629933340394e-02 8.473918307173389231e-02 3.544697102081870166e-04 1.041229935149441243e-03 1.206041501838241679e-03 1.057964013041363449e+00
8.280449488816359060e-02 7.623716599465649169e-02 8.502149760760430164e-02 1.044478894787101778e-03 1.087023442062736356e-03 1.394958474215571070e-03 1.179707491300614475e+00
8.465820260148303189e-02 7.678691314012642266e-02 8.560071987218999257e-02 1.270781238124428503e-03 1.125275381904025131e-03 1.249708092570731878e-03 1.215524365865512157e+00
8.709038029019705585e-02 7.783777006630128448e-02 8.674975680579405379e-02 1.526015890196756077e-03 1.106621305263379151e-03 1.204280226512548149e-03 1.251871068620993288e+00
8.386272357670565558e-02 7.869309532045123956e-02 8.603722355628204421e-02 8.403531545893173221e-04 8.685568870226768098e-04 1.323821636904398344e-03 1.135702727998632033e+00
8.255997220370649148e-02 7.734647346281803282e-02 8.556727250649991123e-02 8.336720531423747610e-04 1.025299648454294299e-03 1.174797262134296468e-03 1.139352321641319055e+00
8.447439229883674239e-02 8.169219420267301301e-02 8.815072518609150254e-02 4.623083606105264989e-04 8.270543516546779517e-04 1.134629667386087429e-03 1.069274057427680669e+00
8.425922238329061620e-02 7.643114609380120827e-02 8.602128711735824995e-02 1.257896463424838102e-03 1.055276042611064590e-03 1.071866296007917057e-03 1.215329807548721774e+00
8.290793051266788505e-02 7.740455774580876080e-02 8.551631445365179274e-02 8.822593820691235558e-04 1.028357212583331289e-03 1.080851141006496704e-03 1.147252683547930419e+00
8.454841755820717564e-02 7.686294932194154272e-02 8.575454683755298624e-02 1.240521933129601871e-03 1.134588313280286654e-03 1.344013595982040650e-03 1.209976338116513839e+00
8.695065852921859961e-02 7.987794540992879111e-02 8.757402757844394425e-02 1.179930855753211390e-03 9.231705479500491168e-04 1.211692101763934843e-03 1.184928048682544421e+00
8.483789899666743795e-02 7.839696489299369242e-02 8.627283040111405343e-02 1.051385001735460900e-03 1.125575376720335669e-03 1.294983377476863770e-03 1.171065833768379028e+00
8.413317694380949285e-02 7.561365933626856828e-02 8.624936887577708267e-02 1.360965984437081770e-03 1.078072064174069068e-03 1.066880761001660861e-03 1.238038255088982353e+00
8.360125401569429293e-02 7.735384674006473560e-02 8.504037780352619036e-02 1.005552067511216938e-03 1.137992652917102976e-03 1.222679484916718495e-03 1.168050857158617006e+00
8.384972277094887572e-02 7.905916788922001670e-02 8.598806330842077850e-02 7.804239814291052263e-04 1.015674971119011642e-03 1.148668999759721015e-03 1.124860804322048713e+00
8.059223277579150024e-02 7.453252943554682097e-02 8.267581021093081683e-02 9.400100397267078384e-04 1.011866752106260455e-03 1.159581488891710341e-03 1.169215745463451084e+00
8.583670814421866246e-02 7.773672451082216939e-02 8.568755599925666211e-02 1.324942127364314368e-03 9.432525849006767214e-04 1.120104817213360155e-03 1.219252439489310280e+00
8.334788360822970033e-02 7.673937964413099500e-02 8.721967381569124822e-02 1.057937313804938745e-03 9.968336029992142834e-04 1.089653614762970020e-03 1.179648405529478694e+00
8.150030006088586354e-02 7.619418061284791155e-02 8.434652262234168529e-02 8.367457507511442613e-04 1.012019161264234891e-03 1.154708500637941209e-03 1.144128514165104082e+00
8.902927261745684218e-02 8.232806737284130427e-02 9.085172555290488283e-02 1.148300705446353778e-03 1.195882177377718958e-03 1.448520067879573072e-03 1.169418093585116836e+00
8.792113973025260376e-02 8.062317512255129381e-02 9.012880355149452405e-02 1.230030444625028647e-03 1.063085533501345386e-03 1.279662704180730423e-03 1.189232647518840613e+00
8.455760350911879775e-02 7.793090720483673850e-02 8.629883178753669504e-02 1.076762013436464820e-03 1.174865352914998204e-03 1.363430473777341688e-03 1.177296540692388760e+00
8.273282115590252506e-02 7.598688231861937259e-02 8.555430549314656241e-02 1.070713411910843155e-03 1.231177970137192551e-03 1.349001026361685033e-03 1.185436828287566247e+00
8.538538344485077647e-02 7.924258470261966170e-02 8.683522545646281399e-02 1.011276475672345451e-03 9.675197392042402629e-04 1.307570464347444046e-03 1.161047000061450341e+00
8.242021087355784481e-02 7.706325645397502089e-02 8.590067653635184708e-02 8.543456651506197569e-04 1.047975149670802696e-03 1.278972285693533032e-03 1.143859619144824036e+00
8.354222822930486292e-02 7.739238909918184917e-02 8.643050887106951130e-02 9.897220070381003085e-04 9.414932491580510227e-04 1.089221520583532254e-03 1.165240583589203238e+00
8.366644350128066288e-02 7.708568847390542822e-02 8.584975307693863689e-02 1.057870400656992643e-03 1.042326155471761653e-03 1.081865243219355243e-03 1.178026623330256761e+00
8.080367468051362356e-02 7.565350522651660692e-02 8.320063759183554675e-02 8.057809888157027936e-04 1.046933944317616398e-03 1.161820978126684506e-03 1.140785817495657106e+00
8.449259931601663109e-02 7.727831172378359093e-02 8.597371939328607438e-02 1.167061876298666062e-03 1.040510234511598641e-03 1.179555824278401277e-03 1.195424329801367591e+00
8.712380263286620408e-02 8.007503146977008879e-02 8.782774843920206076e-02 1.178546320325954064e-03 1.157993729140132776e-03 1.319210186107279675e-03 1.183802925778064452e+00
8.175249833710145075e-02 7.806905816338788329e-02 8.555185090444707152e-02 5.886931418393349241e-04 9.759964139744758179e-04 1.112000353054546026e-03 1.096589762096411347e+00
8.543162347229883713e-02 7.836580025116908488e-02 8.595138891994043295e-02 1.157363640106509259e-03 1.105350542460648185e-03 1.250046538570410157e-03 1.188458915963223728e+00
8.394464072618641748e-02 7.679834955708926547e-02 8.639862264734046726e-02 1.148716211955642420e-03 1.015459200815156844e-03 1.287601073507774717e-03 1.194764130604449637e+00
8.501838126259503303e-02 7.822935203625593081e-02 8.566236327634782488e-02 1.108293632499510011e-03 9.662639888189893372e-04 1.144838493663696962e-03 1.181098716341337118e+00
8.443725071685569128e-02 7.910800642069588939e-02 8.784268735649060356e-02 8.715726287642847070e-04 9.337072525602024440e-04 1.214827697047869432e-03 1.139271644204944423e+00
8.314425955469975649e-02 7.663050562828513379e-02 8.534651798660658484e-02 1.040733504052641922e-03 1.172923876649569755e-03 1.338479969912680827e-03 1.177229557682579753e+00
8.491119204546963839e-02 7.824343518903825734e-02 8.649587658116918154e-02 1.087875384401396431e-03 1.033679651179677042e-03 1.252425447949660590e-03 1.177698323795019819e+00
8.376966805314699227e-02 7.721544628577577118e-02 8.511698228537412092e-02 1.055132140622912044e-03 9.886666810838794228e-04 1.163278447200225864e-03 1.176969523113031713e+00
8.389246211852864621e-02 7.863611832371643351e-02 8.634922577854919901e-02 8.543060952872320868e-04 1.125196550733864728e-03 1.317815064274910873e-03 1.138155878889095973e+00
8.077048866804055482e-02 7.605404666247468637e-02 8.491233531687086833e-02 7.396538259361908063e-04 9.393767182311182559e-04 1.269708632861756307e-03 1.127874472258733496e+00
8.457527430112835032e-02 7.802326768088178877e-02 8.734094852419874155e-02 1.065346723508568162e-03 1.006033430442380017e-03 1.208123652841371423e-03 1.175001876112306887e+00
8.464713664059821119e-02 7.790933324438435725e-02 8.524742629880109612e-02 1.095273534867570280e-03 1.089110373854163026e-03 1.272448715373727729e-03 1.180444487321384850e+00
8.626941785061321977e-02 7.679317456694292887e-02 8.681452147335569358e-02 1.545220796214732094e-03 1.070927918761926294e-03 1.258136212690183584e-03 1.262026551837838628e+00
8.223935404653011372e-02 7.797214357000309404e-02 8.460848659714009790e-02 6.836561810893539495e-04 1.096400139757508930e-03 1.119977627629983223e-03 1.112449828427212850e+00
8.449581189884293464e-02 7.740273342101383625e-02 8.569546397521815573e-02 1.148359087400114761e-03 1.194935958958676840e-03 1.244269954793883817e-03 1.191674842909226095e+00
8.543243105533827875e-02 7.958575366255582484e-02 8.712430534375391333e-02 9.648080899881100042e-04 1.027682239628243061e-03 1.152527490533777422e-03 1.152324678357332433e+00
8.244085635023506997e-02 7.558841200346048950e-02 8.363294619821731724e-02 1.082886766555204647e-03 1.099414269017729264e-03 1.115389121419466762e-03 1.189527661159125671e+00
8.498783864651994480e-02 7.727968738233462198e-02 8.802053585579992789e-02 1.250782635895539979e-03 1.190926685500915067e-03 1.238470037320063468e-03 1.209435901432542426e+00
8.057641137376386764e-02 7.438407206866738675e-02 8.324501173132448084e-02 9.595678923573196933e-04 9.982745946171506062e-04 1.268048360335171992e-03 1.173426639406757399e+00
8.521200062397737973e-02 7.738528232551498964e-02 8.729301857230133133e-02 1.272603129741058797e-03 1.003710845928443068e-03 1.172523119997741963e-03 1.212508469861695026e+00
8.036383210440452285e-02 7.610935939092290659e-02 8.274067110982434581e-02 6.657109236082548939e-04 9.002219207528005954e-04 1.038515669183482770e-03 1.114923686903043887e+00
8.612968842640122968e-02 7.932913294755258860e-02 8.671319877661677611e-02 1.125211894218479738e-03 1.176727938634779735e-03 1.304671080122956749e-03 1.178800570093465172e+00
8.456986263311538909e-02 7.866641606538371523e-02 8.704701119027166700e-02 9.636566492119457220e-04 9.375172442048308524e-04 1.115860279828327813e-03 1.155719712370368413e+00
8.438370914535167633e-02 7.737295718642103748e-02 8.549711439328450124e-02 1.134035865355565234e-03 9.654127154548600891e-04 1.204055919161711253e-03 1.189429842498591627e+00
8.413579085403991020e-02 7.691228227078265867e-02 8.592004938564057337e-02 1.163332138534197563e-03 1.012233449983895818e-03 1.097016981678781370e-03 1.196658321852891671e+00
8.380371612636434986e-02 7.831025141459313499e-02 8.555322442827231755e-02 8.905673599714745980e-04 8.829359241078454240e-04 1.134708369994358616e-03 1.145221038216368781e+00
8.402236188120137950e-02 8.052501470338198353e-02 8.710892764451251546e-02 5.754793031156786587e-04 1.138481522211624202e-03 1.164274238712728919e-03 1.088749943129938780e+00
8.216141134212867625e-02 7.590590953486381354e-02 8.316391267451742064e-02 9.887904114155411997e-04 1.110490427218048699e-03 1.201964829824475655e-03 1.171614140367924328e+00
8.495111054522783145e-02 7.992780832568965876e-02 8.840145257486409225e-02 8.282366391193342683e-04 8.405514039895406421e-04 1.092429229253994057e-03 1.129645853069402461e+00
8.564400241216441056e-02 8.028378130971601523e-02 8.722464467977963931e-02 8.894096077885172910e-04 1.049015790663349827e-03 1.267296422131015477e-03 1.137989543546043203e+00
8.409285823716217134e-02 7.489504122491004445e-02 8.657717700075621969e-02 1.462341606414479210e-03 9.992276525111537175e-04 1.192327074552168879e-03 1.260701006789865186e+00
8.781359713421062196e-02 8.054013690135887471e-02 8.897121513691286232e-02 1.224514189559814357e-03 1.218932162538066384e-03 1.317979749352022429e-03 1.188772659814473220e+00
8.406366791991647103e-02 7.802249700740183924e-02 8.649730565417500239e-02 9.791902248799649183e-04 1.001197986137443733e-03 1.158610185109819422e-03 1.160852338404912532e+00
8.617595393536242598e-02 8.034530248033952549e-02 8.812533822709232856e-02 9.709274060124544609e-04 9.772512843464601674e-04 1.088243972675725360e-03 1.150406214109543912e+00
8.760095613455061436e-02 7.822575631393609286e-02 8.847583849159455782e-02 1.554658564800148919e-03 1.021772288857464208e-03 1.375882565485910848e-03 1.254059525292595456e+00
8.529066956425694623e-02 7.850524428363939156e-02 8.629491442612642615e-02 1.111424934685370514e-03 9.547154143315224025e-04 1.141548863479025953e-03 1.180336151486688578e+00
8.641459461861432378e-02 7.990622290078118473e-02 8.885414126657510681e-02 1.082477704830119708e-03 1.010689417387816962e-03 1.171719971274001650e-03 1.169534369459708678e+00
8.390730159716378034e-02 7.819298167989036097e-02 8.727065133999177549e-02 9.262928773257341972e-04 9.023003108984883544e-04 1.193678668018843900e-03 1.151500050072598480e+00
8.398347281936424658e-02 7.963889313318038565e-02 8.698370693675483434e-02 7.108704073227672601e-04 1.034574010927107436e-03 1.286142839520709128e-03 1.112083066608928972e+00
8.337685762322093186e-02 7.661295396753553533e-02 8.508228994569072556e-02 1.082155671491135708e-03 1.271099184056726167e-03 1.248251758803678229e-03 1.184367906527596270e+00
8.400188315828775731e-02 7.741353706886633379e-02 8.554337201736932073e-02 1.063460652625886071e-03 1.225131814317714134e-03 1.466774819356804959e-03 1.177454739784298265e+00
8.424585584639318614e-02 7.749067370284530576e-02 8.467114129348587981e-02 1.092559716370419473e-03 1.080287471562494652e-03 1.189855099789412490e-03 1.181947591196915504e+00
8.486705571669674042e-02 7.724979987837207740e-02 8.550297190242428513e-02 1.234885564772374503e-03 1.061765151710399122e-03 1.114608751933052287e-03 1.206934064438417220e+00
8.767616635728513186e-02 7.987695653217119496e-02 8.848801997104228934e-02 1.306781962267970949e-03 1.257000465852481895e-03 1.181933683144798138e-03 1.204814223408204876e+00
8.279374800360600473e-02 7.578589546519012843e-02 8.515710536496681748e-02 1.111302757023886929e-03 1.097413733048011823e-03 1.169778336083388123e-03 1.193488705395364669e+00
8.248437792643746602e-02 7.635012350476103049e-02 8.478286542550125815e-02 9.743312427191019170e-04 8.444839977713020345e-04 1.049767095368879955e-03 1.167142595137730776e+00
8.349625409445149415e-02 7.765624651993507932e-02 8.479499628144127055e-02 9.411318242402788928e-04 1.183012655623999964e-03 1.189430398184138657e-03 1.156062179823035496e+00
8.890900663188927577e-02 8.202375302353688558e-02 8.903410325604668718e-02 1.176915400203154202e-03 1.076730949816106977e-03 1.212486093807530353e-03 1.174930675161408145e+00
8.595890014335333396e-02 7.820926376847624206e-02 8.718556494909793231e-02 1.272243574647898869e-03 9.855293126237332866e-04 1.207433643127071073e-03 1.207995467366830056e+00
8.531187932364540927e-02 7.845241792855821295e-02 8.608496611786756181e-02 1.123334874895074928e-03 9.886135431125943427e-04 1.213599030784287764e-03 1.182514164922333633e+00
8.809315358394391449e-02 8.019592338367850792e-02 8.806007916971482496e-02 1.329017581003497095e-03 1.095941549192491196e-03 1.169398421160001067e-03 1.206645590030662518e+00
8.577596066365779370e-02 7.872289386262920630e-02 8.827833368680265691e-02 1.160221409666585719e-03 1.062554648424440503e-03 1.292598686266079825e-03 1.187214194820632729e+00
8.600814865510789109e-02 7.976866645584999860e-02 8.731041746990128583e-02 1.034361486934488525e-03 1.119698620953512918e-03 1.026358174856847535e-03 1.162557749574484545e+00
8.596660559263979984e-02 7.870283531560640089e-02 8.664275119587219742e-02 1.196120990405026389e-03 1.083384147781176572e-03 1.187494037362200883e-03 1.193105371764315636e+00
8.693985712419495526e-02 7.736360210087528388e-02 8.638629316183518703e-02 1.573411826752877350e-03 9.517993817690458729e-04 1.090547354570261911e-03 1.262886960485388954e+00
8.169374014197176848e-02 7.581643451413884460e-02 8.470742741800173226e-02 9.257354359473056113e-04 1.103436412674331296e-03 1.258398001278037770e-03 1.161049794511994859e+00
8.029024732642991991e-02 7.576036227437869808e-02 8.266124173022382227e-02 7.068913237941835959e-04 8.434366760962699319e-04 9.545219334143361170e-04 1.123159683966912903e+00
8.323535121349634469e-02 7.911059303814041432e-02 8.643530897609968955e-02 6.696377607878162622e-04 9.974476141345958724e-04 1.202256951733768038e-03 1.106996766979592373e+00
8.785300311741120471e-02 7.998160544776466985e-02 8.867762789423482006e-02 1.321092946745964017e-03 1.026182859925338885e-03 1.169318366982751833e-03 1.206515731120930912e+00
8.518673484775270144e-02 7.900257718253914097e-02 8.675138865876519390e-02 1.015372592538270682e-03 9.975684396096849184e-04 1.214324677444444641e-03 1.162683279549041604e+00
8.449401423515789933e-02 7.694758159423607802e-02 8.601894786984777552e-02 1.218308128369447428e-03 9.412527985756072866e-04 1.084917976097045551e-03 1.205762956819985243e+00
8.362576002815870491e-02 7.803359275957816310e-02 8.551388581038790737e-02 9.040261413194973852e-04 1.174194157369537906e-03 1.326545362807918411e-03 1.148462846583843344e+00
8.235518116740793426e-02 7.806246678466829958e-02 8.625078722660362018e-02 6.886271446091413173e-04 1.107739593165732190e-03 1.260796779246656360e-03 1.113005503868528034e+00
8.424797009598235242e-02 7.840178649611025119e-02 8.668494277178434571e-02 9.508803395118807164e-04 1.007091043888465451e-03 1.244932269659743997e-03 1.154694171322857121e+00
8.565988441358783623e-02 7.716208023600253096e-02 8.570297499913531736e-02 1.383629171401935982e-03 9.000753662523726861e-04 1.112635196749462698e-03 1.232387013648832852e+00
8.517829710682447986e-02 7.818726735192525756e-02 8.639832919906989539e-02 1.142093522057026356e-03 8.617005036622347146e-04 1.212315581928554873e-03 1.186822680363994742e+00
8.230981641988537045e-02 7.746225461923948730e-02 8.507812240414379390e-02 7.745049883793424239e-04 9.261521301104147031e-04 1.255665548826916849e-03 1.129075540532679334e+00
8.278612067813742592e-02 7.664949231954755471e-02 8.416881328913813909e-02 9.783971040907531516e-04 1.129209034381600373e-03 1.220493912995431873e-03 1.166531576424495897e+00
8.809842779373430743e-02 8.133843644402313777e-02 8.916015586840543572e-02 1.145391736569426056e-03 1.196483568078292011e-03 1.220723425501124516e-03 1.173126044272821522e+00
8.296641793492025296e-02 7.811806796004885922e-02 8.591148805426397639e-02 7.809939631410450084e-04 1.108988515507997171e-03 1.203313296814629424e-03 1.127980761407859189e+00
8.217297178070220864e-02 7.710865544350220535e-02 8.409719490808191533e-02 8.066525469673391929e-04 1.082994039666521253e-03 1.275595393939205936e-03 1.135668882815732861e+00
8.540238580150509573e-02 7.781069256835941583e-02 8.414930852614954659e-02 1.239063622621376648e-03 1.013816906631411288e-03 1.159075272586870256e-03 1.204651553223099247e+00
8.571117843049302909e-02 8.068013400088443199e-02 8.811295257453553853e-02 8.371220855431455235e-04 8.851131341431812440e-04 1.108514364911656344e-03 1.128604326168949346e+00
8.422326224800590067e-02 7.697808612984358145e-02 8.473426484560345195e-02 1.167932159482759462e-03 1.021797237271788658e-03 1.180386879825050988e-03 1.197098536069924224e+00
8.437714282244189457e-02 7.877724633184134129e-02 8.658284258938567235e-02 9.136476912511475382e-04 9.366276922602792543e-04 1.248850857374722350e-03 1.147223510544282288e+00
8.333591945495204267e-02 7.697982279643611481e-02 8.572785683277284186e-02 1.018982353631549265e-03 9.150289673904103130e-04 1.175536924448169302e-03 1.171954224178596959e+00
8.368304558243920555e-02 7.959574246904238537e-02 8.641357916958923580e-02 6.673698987544798150e-04 1.115724028050265465e-03 1.295985269715303626e-03 1.105338453438031943e+00
8.348592293122319985e-02 7.518776638772213528e-02 8.412507916511209605e-02 1.316699113303461399e-03 1.010897906697389012e-03 1.181411052596700482e-03 1.232912167157183658e+00
8.277763954584967110e-02 7.693674563206684414e-02 8.517663262607698405e-02 9.328747803292580104e-04 8.703734380615593810e-04 1.154301238123190375e-03 1.157599824060018712e+00
8.395579666943860098e-02 7.651145856983589122e-02 8.507027261446666044e-02 1.194572501916403053e-03 9.377874291424908963e-04 1.214309247459685126e-03 1.204060784087733982e+00
8.335203372682181699e-02 7.752529738505280210e-02 8.624440541069890165e-02 9.373897917563664764e-04 1.076621438857463002e-03 1.316968893688388008e-03 1.155967222426195429e+00
8.145814042858373627e-02 7.513623044499999348e-02 8.363425004217869829e-02 9.899755165987244448e-04 1.026825150655035195e-03 1.245713227009659840e-03 1.175358026113063392e+00
8.468403697482726478e-02 7.755943324836621355e-02 8.637481242547538629e-02 1.155920432546136446e-03 1.029671429276023597e-03 1.243799795599723115e-03 1.192158095968079090e+00
8.405854792049283208e-02 7.650466090716380452e-02 8.603749268899751890e-02 1.212876337981672048e-03 9.623724197968503520e-04 1.202840597409186949e-03 1.207224325331030856e+00
8.262376494474958644e-02 7.594457658192527161e-02 8.380330064687982472e-02 1.059107821437318443e-03 1.005627549876897961e-03 1.179908862595601630e-03 1.183631273067078160e+00
8.337049408322459720e-02 7.708246547726621545e-02 8.592213675196616607e-02 1.008932799627049182e-03 9.265807286669686506e-04 1.207849069836366713e-03 1.169805223858629395e+00
8.571951433821305144e-02 7.912590250322322494e-02 8.785332701988345094e-02 1.086926691429525825e-03 1.039595440448972362e-03 1.207640749970121871e-03 1.173605268411023195e+00
8.591272291698109909e-02 7.954118543642110795e-02 8.718080017688994987e-02 1.054195778378839640e-03 8.600108495034039556e-04 1.185454152749348174e-03 1.166623845906522350e+00
8.145466027939347875e-02 7.744347265930735802e-02 8.529760957891785456e-02 6.373702236985153910e-04 1.001589089275406724e-03 1.134945570826315954e-03 1.106272802256012211e+00
8.880167977945291335e-02 8.045375548430731827e-02 8.759147329076968913e-02 1.412931560123786845e-03 1.136139246402301543e-03 1.219349629977395551e-03 1.218287307190863089e+00
8.530027265359567401e-02 7.708323462702122708e-02 8.445989777667690934e-02 1.334311454213357381e-03 1.062635741397486514e-03 1.210692861074900159e-03 1.224562561269115113e+00
8.509672751251647072e-02 7.940792138132610201e-02 8.757274590830722849e-02 9.358350552366107369e-04 1.098980161795063727e-03 1.139603406942476345e-03 1.148412900763482236e+00
8.432188661455664036e-02 7.875949606900163602e-02 8.619876358400409277e-02 9.071223411950624441e-04 1.058610758527407311e-03 1.176201270993622273e-03 1.146237921501005008e+00
8.738337796458721385e-02 8.077159643874172457e-02 8.893423736446853800e-02 1.111803953238951932e-03 1.048775772571917736e-03 1.131560232968337317e-03 1.170416201346544671e+00
8.508537269448758489e-02 7.662823969579428407e-02 8.579056056860727419e-02 1.367633527683750905e-03 8.343530262560923784e-04 1.227045015222487509e-03 1.232912094527035096e+00
8.532943333809961395e-02 7.875838613805424826e-02 8.695068166920166819e-02 1.078228806730330627e-03 9.840466734067573624e-04 1.063855608487048561e-03 1.173827031631412776e+00
8.422419564576456852e-02 7.673691714470315395e-02 8.600790529226073899e-02 1.205160679302990853e-03 9.868928164269740507e-04 1.305255032655086274e-03 1.204661549612569216e+00
8.462322985518934415e-02 7.933564861182933192e-02 8.577002702890841601e-02 8.669458904645510958e-04 1.009174402633353359e-03 1.238118288574397308e-03 1.137738465048121039e+00
8.367368954700844796e-02 7.638432996319664825e-02 8.384737888668115924e-02 1.166720458482649846e-03 1.065223413804139733e-03 1.195894853891718264e-03 1.199966970241292064e+00
8.299436761977269095e-02 7.636762106748454237e-02 8.496912837523923345e-02 1.056051509099064679e-03 1.020756064881780988e-03 1.232599753892890844e-03 1.181078370359840646e+00
8.622796192605397536e-02 7.981155221971282521e-02 8.791015006772229246e-02 1.065377550201067162e-03 1.105129349109652262e-03 1.247596749252736798e-03 1.167252272148944447e+00
8.451982076708484948e-02 7.727683099466396699e-02 8.675375548088362643e-02 1.171891493922289779e-03 9.959191958751991477e-04 1.251253051838502805e-03 1.196240568777747537e+00
8.542225067509748304e-02 7.862599654749330425e-02 8.743781285798538083e-02 1.114913577312763929e-03 9.597756502566820013e-04 1.196419922116937493e-03 1.180346981710367338e+00
8.467719625898521840e-02 7.858405895674558383e-02 8.663494404324251219e-02 9.947732441654344102e-04 1.088041706254711059e-03 1.348563061254817079e-03 1.161085029906653743e+00
8.271645508294903082e-02 7.580221655137274472e-02 8.364266776831538741e-02 1.096035907388316806e-03 9.792097268625267470e-04 1.085569379895410906e-03 1.190748430011466352e+00
8.576001637396674093e-02 7.810353551457584198e-02 8.602028642271063175e-02 1.254618148586433835e-03 9.525872330481162517e-04 1.221512731109947007e-03 1.205669635517500282e+00
