sigma_18, sigma_D, sigma_17, diff1, diff2, diff2_17O, divis,
5.989944043143657221e-02 5.320612482095843365e-02 6.056713842005757853e-02 7.570512455358094708e-04 5.406341240637258872e-04 6.715346228768042779e-04 1.267425009793992308e+00
5.974891338461613133e-02 5.276702362103055655e-02 6.017657337464636658e-02 7.855738688199642369e-04 5.784088719092343560e-04 6.294842989820085633e-04 1.282138161916689612e+00
5.737548543189045780e-02 5.093768510616205475e-02 5.830627212239399698e-02 6.972985645705503076e-04 5.846186300990743358e-04 7.488258680846900149e-04 1.268744981207937439e+00
5.775019542365782826e-02 5.048759879662018807e-02 5.892574512637064471e-02 7.860874392221850818e-04 5.649875010705818126e-04 6.961272607647862268e-04 1.308390807930556177e+00
5.947889501114603933e-02 5.212580086255398648e-02 5.961757569884511970e-02 8.206398361842994968e-04 6.563513228842846351e-04 7.639496495795114776e-04 1.302027935412421789e+00
5.791281909173193188e-02 5.116723924586175781e-02 5.844538559427871899e-02 7.358082431084150311e-04 6.500069375734470042e-04 7.815741190776845024e-04 1.281048116275156357e+00
5.907458049966213959e-02 5.261260040643966907e-02 6.051632378124576633e-02 7.217203396833668516e-04 6.310828608803842723e-04 7.043148358049536144e-04 1.260729042482489293e+00
5.900929112007181204e-02 5.240052165375277266e-02 5.899481207712602843e-02 7.362817689079729708e-04 7.236833651344942850e-04 7.595356354585807053e-04 1.268146928146153041e+00
5.766687375906349999e-02 5.166162109782276163e-02 5.883789675807593600e-02 6.565452346887603111e-04 7.777455835313981571e-04 8.419117775366187321e-04 1.245996310666578788e+00
5.756070242219507582e-02 5.111082356381879688e-02 5.963293909072810151e-02 7.009181779646794785e-04 6.027980039754037575e-04 7.355747565480880807e-04 1.268312907548603707e+00
5.907106444811717483e-02 5.209374776768799231e-02 6.016675074340854107e-02 7.756320985501147409e-04 7.089850746002482633e-04 7.388021103159253316e-04 1.285814704000485031e+00
5.627763854957686801e-02 5.188498096258031128e-02 5.879943436481238628e-02 4.751213512294988339e-04 6.441220489167455562e-04 7.336646372372033001e-04 1.176490455491878917e+00
5.911480643319472900e-02 5.256514752964065035e-02 6.017577638998455880e-02 7.314656048211945830e-04 6.373051370968314030e-04 8.031660782160073616e-04 1.264726936650157452e+00
6.029963733603810327e-02 5.264661393487762159e-02 5.988764319969328009e-02 8.643803040496696524e-04 7.340371612650462311e-04 8.628267687738676132e-04 1.311863087722661358e+00
5.758747600696696722e-02 5.163246377846793245e-02 5.897261329876578306e-02 6.504060770181931128e-04 5.779476126166726560e-04 6.246040049264264121e-04 1.243971385377658390e+00
5.990991994672305310e-02 5.299518822426178832e-02 6.055031892746911421e-02 7.807085330978295185e-04 6.494739852260021477e-04 7.112081139954565864e-04 1.277981598676953157e+00
5.683543425210432765e-02 5.064595570323578849e-02 5.810083675006245257e-02 6.652537575311521546e-04 7.102895495214844304e-04 7.782065287638849273e-04 1.259356892872188105e+00
5.681986391779095952e-02 5.262973239344950760e-02 5.977107378314246849e-02 4.586082038301741992e-04 7.089030442756332753e-04 8.325241201320821927e-04 1.165569179210725226e+00
5.828384457477724795e-02 5.285897105414329861e-02 5.998917443391522941e-02 6.029357175140323197e-04 7.244491155377758007e-04 8.797859191331181472e-04 1.215791136360396596e+00
5.841203191795052430e-02 5.187299893564428083e-02 5.957801000020226945e-02 7.211574542063184379e-04 5.924358912565390453e-04 7.160723337199446882e-04 1.268007769126390016e+00
5.658817314461928732e-02 5.254299195957402163e-02 5.783979493283435136e-02 4.414553357815513210e-04 6.126715964624975192e-04 7.102433709300627574e-04 1.159903206259323305e+00
5.733708128856603026e-02 5.168037223500171473e-02 5.903679705673672146e-02 6.166800163432926973e-04 5.864880470976109941e-04 6.813748458206971177e-04 1.230891852984950630e+00
5.904062560254488834e-02 5.289529691481064527e-02 6.124173924561408106e-02 6.878830358339024960e-04 6.720297947536796280e-04 7.169901243723460042e-04 1.245855812732157286e+00
5.645626074485135537e-02 5.095598277084290029e-02 5.826247195525749434e-02 5.907971971482058569e-04 6.334732350139354613e-04 7.298815624460198125e-04 1.227534922295568043e+00
5.902944014310145676e-02 5.215163267495964011e-02 6.000396217848321528e-02 7.646820129440798711e-04 7.489958390449290423e-04 8.440786880828258024e-04 1.281154511317539102e+00
5.973670545454822650e-02 5.339170188147790430e-02 6.043053843414734200e-02 7.178001487628407964e-04 6.322423747373823828e-04 7.673888196069583983e-04 1.251800167826652821e+00
5.752414034816452637e-02 5.213674005748793194e-02 5.914885632961061623e-02 5.907870589732635083e-04 6.431226996952097439e-04 6.925573336792597906e-04 1.217341784404164295e+00
5.790977926219648131e-02 5.205042443326574064e-02 5.887620108621787612e-02 6.442958505132141342e-04 6.956737275658728429e-04 7.925314027208307148e-04 1.237813652921896601e+00
5.984104547521484907e-02 5.301633033346658808e-02 6.045443426191180608e-02 7.702194415394819985e-04 6.207015939112964231e-04 7.396814055622512709e-04 1.274028131562956911e+00
6.023121805280459706e-02 5.418479737905562699e-02 6.163717473159358723e-02 6.918073611151807391e-04 5.870946373201648772e-04 5.936824713169209285e-04 1.235629830803292917e+00
5.875794925848865785e-02 5.199426222065430675e-02 5.955243112840482439e-02 7.490932971929683062e-04 7.261334891549388933e-04 7.825264078607134868e-04 1.277092691320076190e+00
5.809580137685391860e-02 5.248683844462639914e-02 5.940051717198731318e-02 6.202539277065498985e-04 6.356123285549922664e-04 7.449678245071836898e-04 1.225148312167823272e+00
5.769843048275347108e-02 5.200492510028054821e-02 5.953206364211904161e-02 6.245966454873448301e-04 6.916099716634072168e-04 6.707964726518069951e-04 1.230946134196324149e+00
6.035816848840212800e-02 5.189868242597139858e-02 5.978764336081034136e-02 9.496352657225072547e-04 6.179467816342042695e-04 6.483464966501549780e-04 1.352569037064446755e+00
5.941439408266510624e-02 5.242259640355972222e-02 6.038876352468584841e-02 7.819416105197176531e-04 5.651372355792575516e-04 5.908327203899866069e-04 1.284536031765134201e+00
5.649174650323753738e-02 5.030258091041278634e-02 5.801923334046996117e-02 6.609677767374258321e-04 5.616249176040338147e-04 8.018644002381491607e-04 1.261215985592088140e+00
5.812852697714598199e-02 5.291339845578028195e-02 6.001531317782354824e-02 5.790979123926169592e-04 4.666567245988185813e-04 5.838725267195380309e-04 1.206833407969220007e+00
5.890022194231558234e-02 5.185680680700663348e-02 5.965665719734716821e-02 7.801077326348242712e-04 6.574586582589586050e-04 7.883175278667163425e-04 1.290096868966937427e+00
5.915655303174909702e-02 5.192777054029808909e-02 6.011507315857158446e-02 8.030044133122932019e-04 6.051425038303620075e-04 7.318284983427888156e-04 1.297795806666380614e+00
5.641494805119939837e-02 5.059191582658253972e-02 5.828283911956771285e-02 6.231044166155139813e-04 7.620142990610262543e-04 8.040723720567433466e-04 1.243443721383377998e+00
5.770970126550298979e-02 5.330382448358590708e-02 5.955279264757738084e-02 4.891119155766648040e-04 6.130380247559698379e-04 6.366867452163131602e-04 1.172143846380044652e+00
5.736289822708755953e-02 5.226929723791074595e-02 5.871785080779295951e-02 5.584226592661410693e-04 6.509332620835353448e-04 6.609612156118874508e-04 1.204394737711073748e+00
5.886539761973440255e-02 5.308020200213363349e-02 6.055132958784710528e-02 6.476271923421209747e-04 5.840220233188205207e-04 6.902182320647110188e-04 1.229858168305111299e+00
5.663628287866504657e-02 4.967959700411867657e-02 5.753215105465187690e-02 7.396061798205298514e-04 7.628513121207236266e-04 7.847946098787611079e-04 1.299670783145261410e+00
5.849294227341557406e-02 5.290605959277260711e-02 5.977282468001209048e-02 6.223731541671203259e-04 7.058273139512253854e-04 7.342346661743480571e-04 1.222351476509213164e+00
5.911837570150851873e-02 5.255717923824675814e-02 6.037928296720681404e-02 7.327252561035169087e-04 6.687089884773809566e-04 7.649648517411999525e-04 1.265263236681976045e+00
6.010694809790895904e-02 5.321062628652274695e-02 5.990539362483145169e-02 7.814744598407356857e-04 7.035255782676178016e-04 7.571865450723075722e-04 1.276005697909691650e+00
5.849393782112475432e-02 5.204438676182668311e-02 5.993519425030007647e-02 7.129225684070084751e-04 6.992800689098979021e-04 7.600908918677168813e-04 1.263205264640221426e+00
5.874383844209952327e-02 5.225576990209297029e-02 5.887169119431790582e-02 7.201730668510045001e-04 5.745862897538425327e-04 6.498418730010311261e-04 1.263735367806813725e+00
5.885409596873471955e-02 5.303901851876011153e-02 6.032221540055342224e-02 6.506671268636582059e-04 6.297738573457382699e-04 7.529279909736625274e-04 1.231295885904211129e+00
5.681801431063647490e-02 5.130952576048347646e-02 5.861976415115113109e-02 5.956193164379738371e-04 6.593657246104241533e-04 7.825529991396933420e-04 1.226241761036262590e+00
5.504472208016929907e-02 5.125607358840092442e-02 5.739051960981991773e-02 4.027363491835066547e-04 6.575699738123461828e-04 7.131517873474930600e-04 1.153295765987511379e+00
5.723629545521900092e-02 5.208879715172785169e-02 5.987809551888363668e-02 5.627507287232717120e-04 7.056316295166677102e-04 7.325232069602961296e-04 1.207408909760718574e+00
5.900006760716462045e-02 5.277525103854376759e-02 5.869874316829618716e-02 6.957808554686811461e-04 6.271498851712314741e-04 7.478512370294154157e-04 1.249811173360887206e+00
5.836265133836697483e-02 5.016249022634050592e-02 5.829019512119472390e-02 8.899236455360819836e-04 7.044248761095073599e-04 7.832789602639104792e-04 1.353667025653914502e+00
5.734467325321602332e-02 5.280538561160529054e-02 5.919431835962713634e-02 5.000028009277779177e-04 7.133159770021097043e-04 8.138500752981697945e-04 1.179314743938182586e+00
5.713249463696516012e-02 5.065354410169701366e-02 5.812703334242281389e-02 6.983404133802887520e-04 7.165121045228274458e-04 7.353039544295595590e-04 1.272174542219602245e+00
5.493341757605649939e-02 5.046017806125011051e-02 5.717939321897982929e-02 4.714507966123260112e-04 5.892140448614801044e-04 7.072930636587856056e-04 1.185156437648830163e+00
5.681698396285019687e-02 5.078302035438032880e-02 5.806315169656704744e-02 6.492545103213695143e-04 6.490214467168405532e-04 7.558394247781019190e-04 1.251754893421731296e+00
5.709674076940483151e-02 5.159786787018241783e-02 5.827419179118876330e-02 5.976978377398127484e-04 6.208608535503320732e-04 7.650013728859617621e-04 1.224500944565959371e+00
5.591303238279368010e-02 5.055539089927098967e-02 5.811260152611185531e-02 5.704196412612424182e-04 6.506636406612881273e-04 7.444697743459534507e-04 1.223182185294781732e+00
5.758382761779665820e-02 5.195716514730980284e-02 5.927471056726255072e-02 6.163501929712968119e-04 7.808540604046534895e-04 7.630157712489528572e-04 1.228316154767844282e+00
5.764529032743813397e-02 5.197191340325930248e-02 5.915444098376929083e-02 6.218997141387485467e-04 6.472693587058339290e-04 6.510899260008642985e-04 1.230241149520959754e+00
5.805561656636387680e-02 5.073226429765628070e-02 5.907409957183890059e-02 7.966919741334136697e-04 6.405911443153279507e-04 7.236480727270354612e-04 1.309543685775125033e+00
5.702625083926237542e-02 5.103371285207105451e-02 5.863728293416429344e-02 6.475534373148305461e-04 7.173379442170587815e-04 7.308103872517284372e-04 1.248634437821423360e+00
6.000143176734185763e-02 5.291875355608977038e-02 6.160279591691955603e-02 7.997773362008169656e-04 6.381461395575439323e-04 7.368041966416337234e-04 1.285594526951056915e+00
5.809036848501036160e-02 5.228414561837609748e-02 5.982145469716421138e-02 6.408590276807285026e-04 6.767591159213972403e-04 7.668501054054333152e-04 1.234435013600738484e+00
5.868741281485824468e-02 5.179615095186537732e-02 5.916840573134994619e-02 7.613711694731632035e-04 6.163537353732085472e-04 6.878918610960936715e-04 1.283792851515236144e+00
6.083018655036603189e-02 5.309326820993633816e-02 6.066611605463422680e-02 8.814164665400959359e-04 6.065965789593254047e-04 7.150074035854515507e-04 1.312681538736921727e+00
5.798212946332383794e-02 5.228503483035162186e-02 5.934747312486853693e-02 6.282024698905639727e-04 5.940526384975564457e-04 7.500482961201820984e-04 1.229797254809863016e+00
5.641348050663243241e-02 5.280899726669416316e-02 5.931374378204283537e-02 3.936905905584857195e-04 6.937998458884046121e-04 7.461264282897862908e-04 1.141168952631700595e+00
5.978091264274722205e-02 5.322971246891516212e-02 6.080520222336917302e-02 7.403552268763925054e-04 6.518179584337194981e-04 7.154261406168006647e-04 1.261295485506553460e+00
5.886040746724138101e-02 5.297678385997425798e-02 5.923483886226620782e-02 6.580079390632559248e-04 6.389494341345745192e-04 7.564528997552688941e-04 1.234455246048969945e+00
5.745697328614621235e-02 5.118211992172961439e-02 5.922018897132875354e-02 6.816943795226082688e-04 6.480785134663480645e-04 7.662184932864309506e-04 1.260227490253042815e+00
6.029854177641602586e-02 5.301160785944027815e-02 6.059744902163211044e-02 8.256835725191182841e-04 5.603624202753367889e-04 7.128593340638024857e-04 1.293813462129142389e+00
6.006052688628722019e-02 5.330839279183522544e-02 6.012419777729846593e-02 7.654821478098403770e-04 6.407023192113530351e-04 7.386938804897287721e-04 1.269366689349601618e+00
5.744275393655365325e-02 5.141270616946373023e-02 5.802472992354370390e-02 6.564036241478365605e-04 6.456967067473778172e-04 7.379538174203814508e-04 1.248330488049528286e+00
5.664896403584022966e-02 5.093945497331096861e-02 5.843407085860900102e-02 6.142770533559441075e-04 6.937386865696594735e-04 8.151726627416385536e-04 1.236731311701497082e+00
5.788650500915165642e-02 5.172482298713313581e-02 5.856558743814561235e-02 6.753901491242833392e-04 6.104693873943194083e-04 7.842227265469008763e-04 1.252439142209403888e+00
5.798142617957026401e-02 5.262456889791858328e-02 6.003047978486471259e-02 5.925005301251761065e-04 6.562441562051048952e-04 7.631191754751534334e-04 1.213949679897521117e+00
5.628445145617500672e-02 5.148477619460433558e-02 5.770883206261800263e-02 5.172572959140234530e-04 6.793624724264126381e-04 7.099535332378343515e-04 1.195141197935466471e+00
5.695550190708294908e-02 5.126277200000584761e-02 5.771863207835075532e-02 6.160574043631459815e-04 6.365753364016815859e-04 6.754356364573330714e-04 1.234432062467797575e+00
5.871904615881485406e-02 5.377439744057330162e-02 6.033159625952549954e-02 5.562405617042932675e-04 5.492018821066589054e-04 6.973719079395963513e-04 1.192358574309322794e+00
5.842969401908534172e-02 5.274930660116780579e-02 6.085581810525012708e-02 6.315397962599316600e-04 7.129172379558147525e-04 8.726468280185076341e-04 1.226969349213367977e+00
6.037987503223052332e-02 5.375679574822646301e-02 6.052248611863667027e-02 7.559362197912364474e-04 6.660476972442620162e-04 7.531948712196812491e-04 1.261588354764298980e+00
5.818094279480281322e-02 5.273077993179216272e-02 5.915949035985940130e-02 6.044869522770224268e-04 6.895105404903340788e-04 7.610209425726675424e-04 1.217399500162931636e+00
5.700217189890083302e-02 5.152563847415782966e-02 5.929374337348178314e-02 5.943561810222265998e-04 5.771481429878526619e-04 7.190496490660115833e-04 1.223872123924470978e+00
5.785323207434155124e-02 5.085295081428058139e-02 5.898474794260311765e-02 7.609738549279819984e-04 6.258041212374501876e-04 6.529227121911098048e-04 1.294264192822400572e+00
5.748311613378394996e-02 5.102768063361710904e-02 5.838580084860765101e-02 7.004844496036701819e-04 7.270940915605212784e-04 7.515509004265471518e-04 1.269021407845498439e+00
5.770035121601482797e-02 5.120445927980713657e-02 5.907182067681535087e-02 7.074338803140364437e-04 5.837560131103892384e-04 6.961712611177978344e-04 1.269817607142125881e+00
5.972558484532000667e-02 5.163074099913499831e-02 5.990144138377814093e-02 9.014120689957590658e-04 6.385317285677266728e-04 7.282908995665166897e-04 1.338147867129134694e+00
5.781127331778088824e-02 5.205789026932482882e-02 5.850048210362252671e-02 6.321193833300998641e-04 6.661991344553509558e-04 7.579706772032395118e-04 1.233252324514518605e+00
5.787454890424308801e-02 5.266828662423746199e-02 5.966884217871668700e-02 5.755149949367940367e-04 6.441165943840294330e-04 7.135554228924355282e-04 1.207471412096629892e+00
5.654641392853140131e-02 5.159999606667203115e-02 5.829622901218738107e-02 5.349373340962407762e-04 6.720570278104067482e-04 8.442982978840323817e-04 1.200910933706617945e+00
5.900931782320634200e-02 5.353404765217856243e-02 6.083037518098396990e-02 6.162053319344528921e-04 6.005759311130667508e-04 7.060058860207530772e-04 1.215013282576220321e+00
5.733426500686785582e-02 5.216451758597604599e-02 5.984018148640837809e-02 5.660810489001477826e-04 5.697535656795744627e-04 6.260262111120311898e-04 1.208031080665203705e+00
5.667948356769682283e-02 5.196056676203040375e-02 5.850249302190929646e-02 5.126633592693954911e-04 7.401381774633110757e-04 8.792543622528480474e-04 1.189882315887277331e+00
5.751049189480193780e-02 5.239976500106868079e-02 5.892383113355892377e-02 5.617213058148572136e-04 7.159255171321935807e-04 8.066139781292604996e-04 1.204579549620431012e+00
5.600497074160484812e-02 5.059576166684268128e-02 5.860480918495611369e-02 5.766256491200679075e-04 6.842645434008617087e-04 7.954812794900191367e-04 1.225250456711361569e+00
5.804995736134723611e-02 5.161290551071974486e-02 5.973244985626697395e-02 7.059055343957474325e-04 6.207718657423371908e-04 6.850484772408642906e-04 1.264990296285433802e+00
5.811815748896671102e-02 5.144357054076998531e-02 5.864933081175152663e-02 7.312792799291597569e-04 6.935149555567728151e-04 7.878716342321627659e-04 1.276325560913727619e+00
5.667406706675113398e-02 4.993528409258988360e-02 5.836601258029127520e-02 7.184172804789450313e-04 6.705793600744436008e-04 6.736988076599092481e-04 1.288112247349735728e+00
5.583829787212052365e-02 5.173749837327382139e-02 5.875933360553044216e-02 4.411467713311481575e-04 6.959723665980201666e-04 6.841234192114205911e-04 1.164805709615841067e+00
5.912225233439837718e-02 5.284495631250204356e-02 6.021880834777115082e-02 7.028513134220248752e-04 6.718608026084673529e-04 8.173340673998485788e-04 1.251684444369638660e+00
5.818684841296298260e-02 5.130313505017946446e-02 5.949006915155414382e-02 7.536976622561802376e-04 7.211700095053219127e-04 7.967647836126665528e-04 1.286358024927834798e+00
5.959281959282303198e-02 5.329686741250311971e-02 6.048291772815569955e-02 7.107480710368159482e-04 6.245443409179424112e-04 7.482286154626003509e-04 1.250214412961420107e+00
5.854430919499746533e-02 5.245708439613510493e-02 6.009659042646250948e-02 6.756904357762237578e-04 7.204391631918238966e-04 7.464467591087674920e-04 1.245549737737499330e+00
5.962604539739171927e-02 5.241091389816393553e-02 5.894818865578179551e-02 8.083613940910645314e-04 7.148127847508864516e-04 7.603639146792862081e-04 1.294280915824506106e+00
5.739343012228194374e-02 5.140955804162912479e-02 5.910495153180634481e-02 6.510631631656263116e-04 6.752447793484847019e-04 7.273086743938382689e-04 1.246340253045644442e+00
5.851429509130028767e-02 5.156706779728587042e-02 5.824117828110671885e-02 7.647602488218912219e-04 6.607266318143236675e-04 7.288630657986362379e-04 1.287594403962084133e+00
5.753032118490821606e-02 5.191081793934497479e-02 5.869740741515719340e-02 6.150048365068791142e-04 6.564699592062014661e-04 8.061522411619587592e-04 1.228224774825751986e+00
5.734728407973666703e-02 5.217604006973443342e-02 5.927464292234439075e-02 5.663718339634854840e-04 6.537933787109270452e-04 7.050986255185563625e-04 1.208046022639233552e+00
5.941593908548125497e-02 5.230148052719193336e-02 5.906073692515452500e-02 7.948089520733820842e-04 6.617955826529072199e-04 7.476056629047900162e-04 1.290559302490523974e+00
5.729614496064730500e-02 5.218257079526975734e-02 5.983508176944288964e-02 5.598275325481693460e-04 7.569033938755890048e-04 8.009259982038028931e-04 1.205590627209170318e+00
5.803369688515245400e-02 5.107549914180196937e-02 5.956347455415821751e-02 7.592033615735401669e-04 6.273157494467935039e-04 7.437638846388882263e-04 1.291026732523771647e+00
5.976438176395773572e-02 5.351676093478960339e-02 6.143194347883434991e-02 7.077376266766614681e-04 6.594750079763659571e-04 7.532455822501525405e-04 1.247111322512835407e+00
5.580504680383528010e-02 5.084334634300488598e-02 5.768151591403811174e-02 5.291573814234979724e-04 6.264787146725674105e-04 6.605877213532242468e-04 1.204699416790224964e+00
5.718080587180835589e-02 5.145540972996209828e-02 5.800340634774336229e-02 6.219853696711546108e-04 5.647342681804252452e-04 6.762188507718672583e-04 1.234918969899142516e+00
5.916508173677802879e-02 5.239958581423150019e-02 6.010710852061169895e-02 7.547903034166138572e-04 6.669291851954734559e-04 7.014885989478387030e-04 1.274897382054148931e+00
5.897321779171134370e-02 5.094217771770368636e-02 5.910283808218647073e-02 8.827349460865134209e-04 8.390211289891568282e-04 8.676386661191786993e-04 1.340153784144619609e+00
5.866211565717543985e-02 5.239199749362023761e-02 5.952682776570177720e-02 6.963224120043183356e-04 6.955882530091590018e-04 8.095497157652178314e-04 1.253676630469782616e+00
5.940471868709017861e-02 5.232883058383965696e-02 5.993132821971081797e-02 7.906140920201283097e-04 7.898899064454383478e-04 6.869408566451915563e-04 1.288723738213491510e+00
5.826956968276588572e-02 5.285012766109351695e-02 5.948557757088803605e-02 6.022067572208269354e-04 6.435293685778538907e-04 7.129218571348049050e-04 1.215602376167462140e+00
5.839534014203285467e-02 5.191273514808938949e-02 5.955475557858459085e-02 7.150836797480382770e-04 5.930732829791861499e-04 6.609983935343613374e-04 1.265343860634154272e+00
5.684771189427579446e-02 5.075317805735084231e-02 5.857481005537060886e-02 6.557772646934266481e-04 6.719648068081691484e-04 6.248964135709291325e-04 1.254583276653688406e+00
5.675464086602605845e-02 4.943651305055031531e-02 5.847222016623238733e-02 7.771204372343633662e-04 5.940991031546946979e-04 6.776589841452443927e-04 1.317974775311785418e+00
5.832960695737954976e-02 5.302590667665656177e-02 6.009207366484824175e-02 5.905962689208899864e-04 5.885635851965508947e-04 7.230649787465183356e-04 1.210046037344738590e+00
5.584331507853302484e-02 5.046790568259645199e-02 5.833409851167189325e-02 5.714663349728624567e-04 6.597670235509471223e-04 7.484083592919210789e-04 1.224367570705255481e+00
5.823571321487217706e-02 5.246739122316235182e-02 5.985669965634156375e-02 6.385711518804640385e-04 6.220816400692969579e-04 6.750447280242732146e-04 1.231969215281415675e+00
5.958718510391094320e-02 5.171393456019163226e-02 6.010957252431403663e-02 8.763016009119637545e-04 6.586083684324237639e-04 7.806011121372112083e-04 1.327671328581559340e+00
5.935157562471349985e-02 5.371727625429136010e-02 5.964641861816175755e-02 6.370637609562309657e-04 7.398883129880342137e-04 6.995169878317921298e-04 1.220777562422126650e+00
5.766700048470690260e-02 5.050878323078030613e-02 5.866214719143391515e-02 7.743457614492327279e-04 6.763716931679973317e-04 7.652697905560886448e-04 1.303529644141227628e+00
5.837495796034073564e-02 5.099717502361571231e-02 6.064184649640632502e-02 8.069238564822542314e-04 6.995850782801736481e-04 7.468137820639974720e-04 1.310270379726521162e+00
5.870790293414653027e-02 5.173779539625721069e-02 5.978538050935463394e-02 7.698183944601969496e-04 6.886286872140483023e-04 7.948998282644837527e-04 1.287589116173613490e+00
5.727196626121650036e-02 5.188966105456414846e-02 5.943810685114507553e-02 5.875411950683698953e-04 5.231218017118451124e-04 6.715605120008651813e-04 1.218211007527244760e+00
5.759021109819091599e-02 5.180061133414375074e-02 5.827729109910553124e-02 6.333290797431701501e-04 7.139618746559397338e-04 7.572189748710040583e-04 1.236025898219851982e+00
5.695557572636875815e-02 5.074308832967480004e-02 5.865081874594749167e-02 6.690765930889475306e-04 7.082509076016050946e-04 7.789170514456363352e-04 1.259849595628778074e+00
5.708329278072998836e-02 5.327299284707438104e-02 5.966719608211478593e-02 4.204905478061024895e-04 7.025308666247324094e-04 8.046650855896081899e-04 1.148163778851317485e+00
5.943323034415964878e-02 5.240743272428548954e-02 6.011660604293743437e-02 7.857698643914299251e-04 7.047964381431345588e-04 8.072764899899567042e-04 1.286094558654486519e+00
5.845594606229602419e-02 5.218108942185668842e-02 5.963470656978270279e-02 6.942315367862582527e-04 6.539589438256345659e-04 7.366458847288843027e-04 1.254963524833924815e+00
5.853635081871768481e-02 5.326283358764940384e-02 6.023692522090921819e-02 5.895749253863572133e-04 5.974938276031668176e-04 7.124219907326355536e-04 1.207821497673648325e+00
5.864787750852114984e-02 5.247188477262963724e-02 6.056885001889573267e-02 6.862748446623788412e-04 6.936473617150378402e-04 7.885141046743173159e-04 1.249255500958936560e+00
5.703790342400087698e-02 5.186476227336053735e-02 5.909533891693918850e-02 5.633688613334484306e-04 6.118038443742249014e-04 7.204128362605517191e-04 1.209434418691411883e+00
5.717116197878769485e-02 5.148065939183523593e-02 5.917707860386731827e-02 6.182834705866263776e-04 6.277989324699011480e-04 7.096375987313845082e-04 1.233291778612183087e+00
5.758987890836184120e-02 5.214653590478252748e-02 6.009160068984234493e-02 5.973329458110071023e-04 5.808618812962025807e-04 6.092240534234576134e-04 1.219667365644080848e+00
5.926881644411913924e-02 5.383779823117049168e-02 6.163683401444005477e-02 6.142840843064629498e-04 6.771346796472600465e-04 7.578458876428922865e-04 1.211931095048064178e+00
5.799936737659183716e-02 5.269718910411481938e-02 5.935836908018196634e-02 5.869328766100281349e-04 7.302960605542666407e-04 7.597674607624951663e-04 1.211355491467915213e+00
5.798884454002600775e-02 5.150105964833927297e-02 5.888877760839247161e-02 7.103469461855042334e-04 5.643649850487171072e-04 7.165752510535039433e-04 1.267817029059163936e+00
5.779962392887737221e-02 5.103073469449622562e-02 5.898972211025815815e-02 7.366606428595929082e-04 6.498668768499708077e-04 6.684745500035908046e-04 1.282881030724405624e+00
5.940418198038376063e-02 5.189920790951284280e-02 5.970232854329797501e-02 8.353290551237103900e-04 5.722051581954046935e-04 7.481481797250386914e-04 1.310124536609273971e+00
5.817269695107290389e-02 5.338104337676733563e-02 5.927734047097460435e-02 5.345268785690508555e-04 7.368269630735705409e-04 8.396213950027940675e-04 1.187583844383061749e+00
5.879871790819526239e-02 5.282457286685082049e-02 5.974786055292643366e-02 6.668537290822900039e-04 5.858440746235730242e-04 6.725704762072012149e-04 1.238978370732872758e+00
5.772149266835436415e-02 5.256974195359739171e-02 5.927180940272433474e-02 5.681929467950689108e-04 6.387173038240784350e-04 7.596642862005691674e-04 1.205600491201926916e+00
5.845715321402131931e-02 5.137892276344536296e-02 5.939440793291430459e-02 7.774450575554789182e-04 6.595432663167771813e-04 6.961367245731577436e-04 1.294509777896521996e+00
5.815092517341381717e-02 5.260054764705766883e-02 5.997916778413644318e-02 6.147124857535887256e-04 6.890365332717275247e-04 7.030935275582283431e-04 1.222173114308783060e+00
5.851732194733878095e-02 5.331753017821403567e-02 5.973937108537177854e-02 5.815179435837321276e-04 6.233730936705402740e-04 7.535554088069377826e-04 1.204561110742037089e+00
5.836890935783394657e-02 5.108770198912526705e-02 5.934246891969323368e-02 7.969762850933616999e-04 6.808140440171627080e-04 7.457046020447753894e-04 1.305360362870777280e+00
5.889147784218218273e-02 5.215293885745250768e-02 5.968414228312188957e-02 7.482771309670556599e-04 7.455532070114648637e-04 8.029066042135438218e-04 1.275109064357782485e+00
5.859796982904295903e-02 5.167246683982809619e-02 5.896470842926797296e-02 7.636782387722947443e-04 7.161348334048682268e-04 7.312577768048109279e-04 1.286017117167979285e+00
5.862260109289905985e-02 5.226919018297173508e-02 5.953380942653970637e-02 7.045411165135010388e-04 6.856174660585948391e-04 7.245621244787250632e-04 1.257878300982264053e+00
5.810390942814377263e-02 5.229558854305995513e-02 5.981281876125914276e-02 6.412357097689111614e-04 6.935103497479623005e-04 8.067590838779697742e-04 1.234470165409487841e+00
5.932775081089583513e-02 5.304659222016073344e-02 6.089049425247634179e-02 7.058410701077343086e-04 6.009406744380459955e-04 7.251201177465900352e-04 1.250837200783454506e+00
5.699977164722967032e-02 5.080866184093763699e-02 5.852129012558170834e-02 6.674538497695747287e-04 5.838939651366121652e-04 7.709635986739019542e-04 1.258550706267366648e+00
5.861731316019647142e-02 5.267085959121309280e-02 6.008717772778090355e-02 6.617699520432584505e-04 6.701624156553835643e-04 7.693721088390012260e-04 1.238542755521673921e+00
5.656865719811086241e-02 5.192583826977061751e-02 5.908058996933390067e-02 5.037202971790049645e-04 6.369577203789096890e-04 7.074204596489731258e-04 1.186819591549524322e+00
5.823150861720483712e-02 5.321711725648618080e-02 5.967145722229443006e-02 5.588470267450019492e-04 6.385881580194555313e-04 8.149530675615764387e-04 1.197328699645626937e+00
