WH temperatures [deg C] from synthetic data. 
  T_18,    T_D,   T_17,  T_diff1_18D, T_diff2_18D, T_diff3_18D, T_diff1_17D, T_diff2_17D, T_division_18D, T_division_17D 
-2.827774e+01 -2.892498e+01 -2.876106e+01 -2.404777e+01 -2.748967e+01 -2.863379e+01 -2.778352e+01 -2.807085e+01 -4.904139e+01 -3.425547e+01 
-2.833329e+01 -2.872221e+01 -2.868323e+01 -2.567029e+01 -2.614263e+01 -2.740941e+01 -2.843343e+01 -2.736465e+01 -4.146234e+01 -3.003795e+01 
-2.925553e+01 -2.887062e+01 -2.878361e+01 -3.234752e+01 -2.836875e+01 -2.822430e+01 -2.825813e+01 -2.829680e+01 -1.384636e+01 -3.174422e+01 
-3.017077e+01 -3.058830e+01 -3.007943e+01 -2.740781e+01 -2.797136e+01 -2.863379e+01 -2.724721e+01 -2.879657e+01 -4.403492e+01 -4.604741e+01 
-2.836030e+01 -2.886398e+01 -2.847491e+01 -2.498375e+01 -2.790203e+01 -2.822430e+01 -2.620967e+01 -2.853194e+01 -4.498778e+01 -4.109956e+01 
-2.840016e+01 -2.839980e+01 -2.813046e+01 -2.839340e+01 -2.874865e+01 -2.946887e+01 -2.652243e+01 -2.753966e+01 -2.838690e+01 -3.708417e+01 
-2.759482e+01 -2.794599e+01 -2.799924e+01 -2.514310e+01 -2.979168e+01 -2.822430e+01 -2.832645e+01 -2.993227e+01 -3.959292e+01 -2.610385e+01 
-2.824936e+01 -2.939948e+01 -2.901648e+01 -2.137686e+01 -2.904788e+01 -2.863379e+01 -2.680495e+01 -2.978015e+01 -6.190448e+01 -4.140108e+01 
-2.936039e+01 -2.867574e+01 -2.845166e+01 -3.535530e+01 -2.721247e+01 -3.163953e+01 -2.710877e+01 -2.691515e+01 3.934331e-01 -3.595545e+01 
-2.933538e+01 -3.037560e+01 -2.948383e+01 -2.310716e+01 -2.911855e+01 -3.076113e+01 -2.478195e+01 -2.913237e+01 -6.017479e+01 -5.567413e+01 
-2.987105e+01 -2.931789e+01 -2.948809e+01 -3.447584e+01 -2.681604e+01 -2.863379e+01 -3.057567e+01 -2.727337e+01 -6.772656e+00 -2.332559e+01 
-2.867788e+01 -2.820587e+01 -2.847496e+01 -3.260275e+01 -2.801100e+01 -2.905398e+01 -3.025743e+01 -2.809872e+01 -9.244028e+00 -1.844746e+01 
-2.910156e+01 -2.879385e+01 -2.852890e+01 -3.152593e+01 -2.961952e+01 -3.032822e+01 -2.694675e+01 -2.825887e+01 -1.703758e+01 -3.736937e+01 
-2.917614e+01 -2.912128e+01 -2.913160e+01 -2.957964e+01 -3.071525e+01 -3.032822e+01 -2.919572e+01 -2.893229e+01 -2.712708e+01 -2.876846e+01 
-2.921341e+01 -2.900000e+01 -2.892168e+01 -3.087518e+01 -2.836072e+01 -2.946887e+01 -2.843718e+01 -2.758935e+01 -2.094094e+01 -3.159973e+01 
-2.931575e+01 -2.930126e+01 -2.886090e+01 -2.941749e+01 -2.900000e+01 -2.989945e+01 -2.634213e+01 -2.833576e+01 -2.878536e+01 -4.293778e+01 
-2.837415e+01 -2.875879e+01 -2.882400e+01 -2.572761e+01 -2.771895e+01 -2.740941e+01 -2.922908e+01 -2.937898e+01 -4.142789e+01 -2.654293e+01 
-2.923490e+01 -2.922122e+01 -2.876947e+01 -2.933553e+01 -3.013776e+01 -2.863379e+01 -2.618525e+01 -2.901704e+01 -2.872940e+01 -4.320487e+01 
-2.963571e+01 -2.964539e+01 -2.922614e+01 -2.955697e+01 -2.955979e+01 -2.905398e+01 -2.683872e+01 -2.961262e+01 -2.998802e+01 -4.262302e+01 
-2.926371e+01 -2.947457e+01 -2.870707e+01 -2.778869e+01 -2.935553e+01 -2.946887e+01 -2.453265e+01 -3.092973e+01 -3.661266e+01 -5.184671e+01 
-2.906920e+01 -2.929925e+01 -2.865861e+01 -2.746269e+01 -2.994255e+01 -2.946887e+01 -2.510003e+01 -2.812025e+01 -3.705866e+01 -4.842854e+01 
-2.947151e+01 -2.982292e+01 -2.932245e+01 -2.709066e+01 -2.782853e+01 -2.740941e+01 -2.650381e+01 -3.004258e+01 -4.134589e+01 -4.511623e+01 
-2.992417e+01 -2.956480e+01 -2.900936e+01 -3.276442e+01 -2.800385e+01 -2.989945e+01 -2.589637e+01 -2.828023e+01 -1.566858e+01 -4.638825e+01 
-2.879660e+01 -2.884600e+01 -2.816565e+01 -2.843323e+01 -2.962811e+01 -2.905398e+01 -2.437770e+01 -2.894778e+01 -3.056734e+01 -4.908889e+01 
-2.917231e+01 -2.872264e+01 -2.875334e+01 -3.286796e+01 -2.809853e+01 -2.905398e+01 -2.894587e+01 -2.772987e+01 -1.078104e+01 -2.767049e+01 
-2.941275e+01 -2.979163e+01 -2.925564e+01 -2.685740e+01 -2.848625e+01 -2.822430e+01 -2.625237e+01 -2.888957e+01 -4.214754e+01 -4.606394e+01 
-2.893294e+01 -2.913258e+01 -2.870511e+01 -2.752289e+01 -2.809115e+01 -2.946887e+01 -2.624185e+01 -2.797969e+01 -3.593751e+01 -4.245175e+01 
-2.897750e+01 -2.952041e+01 -2.899496e+01 -2.540506e+01 -2.873786e+01 -2.989945e+01 -2.603441e+01 -2.830379e+01 -4.667529e+01 -4.552984e+01 
-2.843323e+01 -2.798812e+01 -2.825171e+01 -3.212240e+01 -2.942483e+01 -2.905398e+01 -3.000105e+01 -2.826490e+01 -1.020933e+01 -1.842938e+01 
-3.027985e+01 -2.982398e+01 -2.956238e+01 -3.395075e+01 -3.063883e+01 -2.905398e+01 -2.802976e+01 -2.869553e+01 -1.177985e+01 -3.820020e+01 
-2.900329e+01 -3.016142e+01 -2.874787e+01 -2.216848e+01 -2.864595e+01 -2.863379e+01 -2.179592e+01 -2.879196e+01 -6.270215e+01 -6.699136e+01 
-3.066887e+01 -3.043642e+01 -2.975894e+01 -3.242748e+01 -2.933781e+01 -2.822430e+01 -2.607791e+01 -3.139135e+01 -2.177431e+01 -5.039797e+01 
-2.882720e+01 -2.938626e+01 -2.853696e+01 -2.515722e+01 -2.558848e+01 -2.822430e+01 -2.397706e+01 -2.717007e+01 -4.698231e+01 -5.379813e+01 
-2.882639e+01 -2.917549e+01 -2.838923e+01 -2.643679e+01 -2.948817e+01 -2.905398e+01 -2.411098e+01 -2.923748e+01 -4.067689e+01 -5.208522e+01 
-2.886135e+01 -2.886515e+01 -2.845181e+01 -2.883339e+01 -3.008895e+01 -2.989945e+01 -2.605502e+01 -2.815275e+01 -2.900000e+01 -4.180096e+01 
-2.864522e+01 -2.883135e+01 -2.841252e+01 -2.731712e+01 -2.685886e+01 -2.781506e+01 -2.598303e+01 -2.751729e+01 -3.522426e+01 -4.193758e+01 
-2.948471e+01 -2.919475e+01 -2.871121e+01 -3.174213e+01 -2.916232e+01 -2.946887e+01 -2.594890e+01 -2.999571e+01 -1.820565e+01 -4.411169e+01 
-2.863466e+01 -2.894566e+01 -2.846857e+01 -2.648175e+01 -3.256081e+01 -2.781506e+01 -2.573651e+01 -2.914823e+01 -3.928931e+01 -4.366933e+01 
-2.877264e+01 -2.910186e+01 -2.813379e+01 -2.651803e+01 -2.859166e+01 -2.905398e+01 -2.300326e+01 -2.993299e+01 -3.995445e+01 -5.641258e+01 
-2.944688e+01 -2.940342e+01 -2.939401e+01 -2.975227e+01 -2.908522e+01 -2.989945e+01 -2.933295e+01 -2.801048e+01 -2.784512e+01 -2.972175e+01 
-2.975080e+01 -2.940382e+01 -2.874811e+01 -3.249244e+01 -2.859919e+01 -2.989945e+01 -2.511972e+01 -2.848904e+01 -1.601549e+01 -4.891674e+01 
-2.988765e+01 -3.011747e+01 -2.939108e+01 -2.828844e+01 -2.924391e+01 -2.946887e+01 -2.545504e+01 -2.904036e+01 -3.783624e+01 -5.136894e+01 
-2.925617e+01 -2.831354e+01 -2.836252e+01 -3.826515e+01 -2.910633e+01 -2.946887e+01 -2.866966e+01 -2.847997e+01 1.503690e+01 -2.662451e+01 
-2.824984e+01 -2.831766e+01 -2.813694e+01 -2.775271e+01 -2.907830e+01 -2.905398e+01 -2.704010e+01 -2.872782e+01 -3.070448e+01 -3.425404e+01 
-2.838819e+01 -2.870480e+01 -2.821845e+01 -2.619095e+01 -2.946605e+01 -3.032822e+01 -2.542787e+01 -2.859998e+01 -3.923500e+01 -4.370598e+01 
-2.845765e+01 -2.852218e+01 -2.804091e+01 -2.798589e+01 -2.985607e+01 -3.119822e+01 -2.526967e+01 -3.023855e+01 -3.079170e+01 -4.339672e+01 
-2.877168e+01 -2.933391e+01 -2.869655e+01 -2.508464e+01 -2.758747e+01 -2.946887e+01 -2.515634e+01 -2.881769e+01 -4.700435e+01 -4.837281e+01 
-2.832399e+01 -2.919562e+01 -2.849344e+01 -2.286551e+01 -3.063716e+01 -2.905398e+01 -2.461528e+01 -2.770740e+01 -5.514850e+01 -4.997546e+01 
-2.832204e+01 -2.884733e+01 -2.855497e+01 -2.481166e+01 -2.817715e+01 -2.905398e+01 -2.682308e+01 -2.855828e+01 -4.559602e+01 -3.823006e+01 
-2.954157e+01 -2.936985e+01 -2.918864e+01 -3.084533e+01 -3.130960e+01 -2.946887e+01 -2.811329e+01 -2.922998e+01 -2.302361e+01 -3.524618e+01 
-2.888089e+01 -2.903174e+01 -2.879257e+01 -2.780921e+01 -2.751287e+01 -2.905398e+01 -2.737953e+01 -2.685119e+01 -3.420577e+01 -3.671871e+01 
-2.780911e+01 -2.833089e+01 -2.765037e+01 -2.429417e+01 -2.883830e+01 -2.989945e+01 -2.384906e+01 -2.857225e+01 -4.500715e+01 -4.861576e+01 
-2.886269e+01 -2.911848e+01 -2.882748e+01 -2.708047e+01 -2.856459e+01 -2.946887e+01 -2.711807e+01 -2.978689e+01 -3.770984e+01 -3.840596e+01 
-2.871329e+01 -2.893282e+01 -2.915657e+01 -2.716614e+01 -2.822541e+01 -2.905398e+01 -3.061503e+01 -2.877092e+01 -3.638102e+01 -2.091467e+01 
-3.013586e+01 -2.913453e+01 -2.870360e+01 -3.975694e+01 -2.914428e+01 -3.032822e+01 -2.622178e+01 -2.729972e+01 1.747795e+01 -4.255279e+01 
-2.781892e+01 -2.764397e+01 -2.762230e+01 -2.918374e+01 -2.853446e+01 -2.946887e+01 -2.748567e+01 -2.665104e+01 -2.110321e+01 -2.838323e+01 
-3.090592e+01 -3.040060e+01 -2.956227e+01 -3.498202e+01 -2.778249e+01 -2.905398e+01 -2.511058e+01 -2.838106e+01 -1.020368e+01 -5.440366e+01 
-2.866234e+01 -2.820647e+01 -2.843624e+01 -3.243740e+01 -3.071755e+01 -3.032822e+01 -2.994601e+01 -2.905919e+01 -9.971304e+00 -1.994934e+01 
-3.032601e+01 -2.897774e+01 -2.920017e+01 -4.529052e+01 -2.857774e+01 -2.905398e+01 -3.065373e+01 -2.864605e+01 4.198836e+01 -2.098654e+01 
-2.952398e+01 -2.966442e+01 -2.910871e+01 -2.852482e+01 -2.786578e+01 -3.076113e+01 -2.600123e+01 -2.625669e+01 -3.448671e+01 -4.647472e+01 
-2.890951e+01 -2.947068e+01 -2.892011e+01 -2.522704e+01 -2.728692e+01 -2.863379e+01 -2.582911e+01 -2.806884e+01 -4.713696e+01 -4.616559e+01 
-2.812081e+01 -2.910320e+01 -2.854897e+01 -2.207194e+01 -2.756705e+01 -2.863379e+01 -2.541899e+01 -2.867030e+01 -5.775912e+01 -4.595022e+01 
-2.917098e+01 -2.880656e+01 -2.877713e+01 -3.209005e+01 -3.155667e+01 -3.032822e+01 -2.859434e+01 -2.712277e+01 -1.464100e+01 -2.979040e+01 
-2.960586e+01 -2.927468e+01 -2.893104e+01 -3.221858e+01 -2.883736e+01 -2.863379e+01 -2.693123e+01 -2.907606e+01 -1.653609e+01 -4.013023e+01 
-2.897015e+01 -2.779172e+01 -2.810172e+01 -4.138673e+01 -3.234678e+01 -2.905398e+01 -3.018481e+01 -2.962886e+01 3.103062e+01 -1.641428e+01 
-2.904096e+01 -2.959593e+01 -2.878236e+01 -2.540133e+01 -2.834883e+01 -2.989945e+01 -2.440319e+01 -3.055646e+01 -4.708087e+01 -5.306159e+01 
-2.948941e+01 -2.925220e+01 -2.894767e+01 -3.130284e+01 -2.878754e+01 -2.989945e+01 -2.715079e+01 -3.042240e+01 -2.042773e+01 -3.901754e+01 
-2.894574e+01 -2.944398e+01 -2.886981e+01 -2.563864e+01 -2.714854e+01 -2.863379e+01 -2.565879e+01 -2.687297e+01 -4.533309e+01 -4.677126e+01 
-2.816563e+01 -2.840259e+01 -2.828511e+01 -2.648836e+01 -3.056455e+01 -3.076113e+01 -2.756491e+01 -2.856830e+01 -3.643279e+01 -3.231049e+01 
-2.885010e+01 -2.890963e+01 -2.870260e+01 -2.841223e+01 -2.728244e+01 -2.989945e+01 -2.746076e+01 -2.748530e+01 -3.098490e+01 -3.565820e+01 
-2.908236e+01 -2.988559e+01 -2.871018e+01 -2.404503e+01 -2.800376e+01 -2.822430e+01 -2.272318e+01 -3.063125e+01 -5.396956e+01 -6.175558e+01 
-2.925859e+01 -2.927210e+01 -2.910258e+01 -2.915921e+01 -2.709820e+01 -2.905398e+01 -2.808796e+01 -2.841709e+01 -2.975067e+01 -3.480982e+01 
-2.917523e+01 -2.868208e+01 -2.879327e+01 -3.327513e+01 -2.900000e+01 -2.905398e+01 -2.950549e+01 -2.943565e+01 -8.774797e+00 -2.475320e+01 
-3.027223e+01 -3.027270e+01 -2.988484e+01 -3.026883e+01 -2.905628e+01 -2.946887e+01 -2.767397e+01 -2.928547e+01 -3.028966e+01 -4.235380e+01 
-2.852515e+01 -2.913803e+01 -2.889172e+01 -2.450958e+01 -3.021240e+01 -3.032822e+01 -2.742983e+01 -2.984792e+01 -4.830290e+01 -3.709032e+01 
-2.934275e+01 -2.948739e+01 -2.839829e+01 -2.830547e+01 -2.930128e+01 -2.822430e+01 -2.275476e+01 -3.029201e+01 -3.445459e+01 -5.951200e+01 
-2.996305e+01 -2.967962e+01 -2.933047e+01 -3.215933e+01 -2.905380e+01 -2.905398e+01 -2.731097e+01 -2.935252e+01 -1.893543e+01 -4.067545e+01 
-2.750484e+01 -2.758026e+01 -2.725574e+01 -2.694657e+01 -2.626119e+01 -2.863379e+01 -2.531278e+01 -2.562887e+01 -3.024176e+01 -3.797553e+01 
-2.785552e+01 -2.815028e+01 -2.748014e+01 -2.578328e+01 -2.822155e+01 -2.822430e+01 -2.372197e+01 -2.768074e+01 -3.803173e+01 -4.818322e+01 
-2.894271e+01 -2.907105e+01 -2.869421e+01 -2.802405e+01 -2.656103e+01 -2.863379e+01 -2.650472e+01 -2.663578e+01 -3.350849e+01 -4.092286e+01 
-2.954796e+01 -2.975302e+01 -2.893527e+01 -2.811794e+01 -2.576740e+01 -2.863379e+01 -2.453865e+01 -2.681177e+01 -3.669186e+01 -5.333548e+01 
-2.867192e+01 -2.861926e+01 -2.852151e+01 -2.906590e+01 -2.977901e+01 -2.989945e+01 -2.792198e+01 -2.732622e+01 -2.671787e+01 -3.188001e+01 
-2.965275e+01 -2.937373e+01 -2.882194e+01 -3.182356e+01 -2.846782e+01 -2.989945e+01 -2.572534e+01 -2.768961e+01 -1.878777e+01 -4.608894e+01 
-2.927817e+01 -2.925864e+01 -2.865173e+01 -2.941718e+01 -3.024300e+01 -2.989945e+01 -2.526142e+01 -3.029838e+01 -2.856184e+01 -4.749856e+01 
-2.923511e+01 -2.936588e+01 -2.883863e+01 -2.830657e+01 -2.855988e+01 -2.905398e+01 -2.586735e+01 -3.040734e+01 -3.381193e+01 -4.541593e+01 
-3.019998e+01 -2.987141e+01 -2.970969e+01 -3.276479e+01 -2.848479e+01 -2.989945e+01 -2.874444e+01 -2.925465e+01 -1.728896e+01 -3.515444e+01 
-2.896415e+01 -2.929849e+01 -2.879798e+01 -2.667350e+01 -2.858948e+01 -2.946887e+01 -2.596607e+01 -2.900000e+01 -4.033508e+01 -4.460351e+01 
-2.811009e+01 -2.833568e+01 -2.820430e+01 -2.650819e+01 -2.680501e+01 -2.946887e+01 -2.740020e+01 -2.718029e+01 -3.600208e+01 -3.269467e+01 
-2.987769e+01 -2.902330e+01 -2.893607e+01 -3.771157e+01 -2.964087e+01 -2.989945e+01 -2.839422e+01 -2.996508e+01 9.020833e+00 -3.192870e+01 
-2.865686e+01 -2.892046e+01 -2.880531e+01 -2.681419e+01 -2.758627e+01 -2.905398e+01 -2.811163e+01 -2.806440e+01 -3.778147e+01 -3.270761e+01 
-2.914417e+01 -2.946666e+01 -2.866201e+01 -2.694047e+01 -2.900000e+01 -2.863379e+01 -2.430769e+01 -2.757922e+01 -4.010748e+01 -5.276771e+01 
-2.879031e+01 -2.896780e+01 -2.889996e+01 -2.754177e+01 -2.981679e+01 -2.946887e+01 -2.847861e+01 -2.948837e+01 -3.499291e+01 -3.123037e+01 
-2.898238e+01 -2.866534e+01 -2.819955e+01 -3.150052e+01 -3.037897e+01 -2.905398e+01 -2.551678e+01 -2.852514e+01 -1.646516e+01 -4.309229e+01 
-2.941055e+01 -2.952568e+01 -2.900304e+01 -2.858585e+01 -2.658895e+01 -2.905398e+01 -2.605722e+01 -2.694111e+01 -3.350483e+01 -4.545763e+01 
-2.882584e+01 -2.896291e+01 -2.863066e+01 -2.785270e+01 -2.870079e+01 -2.946887e+01 -2.668354e+01 -2.803330e+01 -3.366219e+01 -3.950801e+01 
-2.920140e+01 -2.932046e+01 -2.907771e+01 -2.835118e+01 -2.943438e+01 -2.989945e+01 -2.764216e+01 -2.923459e+01 -3.339126e+01 -3.714019e+01 
-2.916125e+01 -2.882642e+01 -2.867794e+01 -3.182431e+01 -2.728808e+01 -2.905398e+01 -2.777217e+01 -2.719772e+01 -1.590552e+01 -3.375480e+01 
-3.021131e+01 -2.972922e+01 -2.914411e+01 -3.412482e+01 -3.027986e+01 -3.032822e+01 -2.589176e+01 -2.780882e+01 -1.050318e+01 -4.731758e+01 
-2.893688e+01 -2.903914e+01 -2.835951e+01 -2.820166e+01 -2.915136e+01 -2.781506e+01 -2.459044e+01 -2.861740e+01 -3.259133e+01 -4.922033e+01 
-2.891316e+01 -2.907851e+01 -2.903530e+01 -2.773944e+01 -2.783374e+01 -2.822430e+01 -2.876691e+01 -2.777348e+01 -3.474450e+01 -3.053831e+01 
-2.838503e+01 -2.946848e+01 -2.852816e+01 -2.185315e+01 -2.811460e+01 -2.863379e+01 -2.355125e+01 -2.795883e+01 -6.043427e+01 -5.605859e+01 
-2.971353e+01 -2.905681e+01 -2.924438e+01 -3.538070e+01 -2.772227e+01 -2.946887e+01 -3.045080e+01 -2.984975e+01 -1.470270e+00 -2.242047e+01 
-2.896309e+01 -2.925283e+01 -2.888914e+01 -2.694570e+01 -2.627459e+01 -2.822430e+01 -2.676859e+01 -2.814016e+01 -3.898078e+01 -4.075757e+01 
-2.865659e+01 -2.850205e+01 -2.842881e+01 -2.984157e+01 -2.879854e+01 -2.905398e+01 -2.797683e+01 -2.938255e+01 -2.278224e+01 -3.095968e+01 
-2.964582e+01 -2.989457e+01 -2.956611e+01 -2.792940e+01 -2.767637e+01 -2.822430e+01 -2.766537e+01 -2.991600e+01 -3.822626e+01 -4.026805e+01 
-2.880044e+01 -2.929801e+01 -2.814303e+01 -2.549817e+01 -2.633148e+01 -2.946887e+01 -2.219679e+01 -2.821653e+01 -4.514736e+01 -6.082576e+01 
-3.027764e+01 -3.032622e+01 -2.969492e+01 -2.993106e+01 -2.927779e+01 -2.989945e+01 -2.623546e+01 -2.783028e+01 -3.202247e+01 -4.909681e+01 
-2.872848e+01 -2.926113e+01 -2.837483e+01 -2.520251e+01 -2.918920e+01 -2.946887e+01 -2.363380e+01 -2.910736e+01 -4.615321e+01 -5.459039e+01 
-3.035045e+01 -2.970964e+01 -2.986314e+01 -3.579848e+01 -3.097513e+01 -2.905398e+01 -3.083530e+01 -3.106271e+01 -3.019750e+00 -2.433825e+01 
-2.843022e+01 -2.858966e+01 -2.856072e+01 -2.728785e+01 -2.653427e+01 -2.905398e+01 -2.837044e+01 -2.736274e+01 -3.407867e+01 -2.956939e+01 
-2.893867e+01 -2.881586e+01 -2.845357e+01 -2.986122e+01 -3.031231e+01 -3.032822e+01 -2.633045e+01 -2.990919e+01 -2.435368e+01 -4.028955e+01 
-2.900000e+01 -2.926543e+01 -2.895394e+01 -2.715672e+01 -2.983128e+01 -3.076113e+01 -2.713076e+01 -2.867339e+01 -3.815785e+01 -3.917081e+01 
-2.908150e+01 -2.942666e+01 -2.881558e+01 -2.672749e+01 -2.905031e+01 -3.076113e+01 -2.541952e+01 -3.018364e+01 -4.078033e+01 -4.772957e+01 
-2.919027e+01 -2.893974e+01 -2.893562e+01 -3.115055e+01 -3.129039e+01 -2.989945e+01 -2.891007e+01 -2.962779e+01 -1.943122e+01 -2.907917e+01 
-2.911870e+01 -2.818341e+01 -2.843374e+01 -3.806159e+01 -2.709097e+01 -2.989945e+01 -3.008601e+01 -2.922089e+01 1.479696e+01 -1.914379e+01 
-2.973975e+01 -2.978173e+01 -2.972192e+01 -2.943236e+01 -2.750862e+01 -2.822430e+01 -2.935501e+01 -2.870216e+01 -3.125414e+01 -3.177907e+01 
-2.881261e+01 -2.838565e+01 -2.802231e+01 -3.232382e+01 -3.208622e+01 -2.946887e+01 -2.588621e+01 -3.025109e+01 -1.140457e+01 -3.988450e+01 
-2.858774e+01 -2.826495e+01 -2.839670e+01 -3.117171e+01 -2.845085e+01 -3.032822e+01 -2.924320e+01 -2.784000e+01 -1.579384e+01 -2.363646e+01 
-2.909559e+01 -3.014238e+01 -2.860448e+01 -2.281465e+01 -2.926226e+01 -2.822430e+01 -2.115703e+01 -2.883481e+01 -6.012803e+01 -6.945021e+01 
-2.788974e+01 -2.817830e+01 -2.784252e+01 -2.585972e+01 -2.593738e+01 -2.905398e+01 -2.585349e+01 -2.719566e+01 -3.786284e+01 -3.887558e+01 
-2.910516e+01 -2.903941e+01 -2.863020e+01 -2.958882e+01 -2.923015e+01 -2.989945e+01 -2.626484e+01 -2.929884e+01 -2.665296e+01 -4.182630e+01 
-2.841525e+01 -2.824413e+01 -2.810978e+01 -2.972348e+01 -2.962041e+01 -2.946887e+01 -2.728677e+01 -3.031283e+01 -2.187513e+01 -3.270187e+01 
-2.795752e+01 -2.896904e+01 -2.799878e+01 -2.174651e+01 -2.889485e+01 -2.946887e+01 -2.285045e+01 -2.648517e+01 -5.833598e+01 -5.634436e+01 
-2.870281e+01 -2.887199e+01 -2.869547e+01 -2.749451e+01 -3.001430e+01 -2.822430e+01 -2.762855e+01 -2.953364e+01 -3.469224e+01 -3.467376e+01 
-2.833816e+01 -2.839298e+01 -2.787939e+01 -2.793573e+01 -2.907548e+01 -2.822430e+01 -2.493081e+01 -2.911841e+01 -3.032700e+01 -4.418076e+01 
-2.915639e+01 -2.898040e+01 -2.838198e+01 -3.050936e+01 -3.093758e+01 -2.946887e+01 -2.502058e+01 -2.881620e+01 -2.242205e+01 -4.702348e+01 
-2.913145e+01 -2.848394e+01 -2.847387e+01 -3.474759e+01 -2.868622e+01 -2.989945e+01 -2.840148e+01 -2.759783e+01 -1.215503e+00 -2.882691e+01 
-2.933311e+01 -2.953186e+01 -2.908898e+01 -2.794067e+01 -2.522276e+01 -2.989945e+01 -2.656281e+01 -2.808791e+01 -3.627554e+01 -4.323170e+01 
-2.912542e+01 -2.924912e+01 -2.893884e+01 -2.823116e+01 -2.585114e+01 -2.781506e+01 -2.711045e+01 -2.541930e+01 -3.358012e+01 -3.918382e+01 
-2.904535e+01 -2.922265e+01 -2.922217e+01 -2.778089e+01 -2.796952e+01 -2.989945e+01 -2.921918e+01 -2.886883e+01 -3.533369e+01 -2.924262e+01 
-2.884045e+01 -2.930845e+01 -2.895203e+01 -2.571621e+01 -2.824308e+01 -2.905398e+01 -2.688265e+01 -2.992729e+01 -4.431524e+01 -4.053982e+01 
-2.793353e+01 -2.840293e+01 -2.799493e+01 -2.474751e+01 -2.541350e+01 -2.989945e+01 -2.561410e+01 -2.897784e+01 -4.355740e+01 -4.120134e+01 
-2.952757e+01 -2.982434e+01 -2.906467e+01 -2.749637e+01 -2.770682e+01 -2.905398e+01 -2.495116e+01 -2.914514e+01 -3.966741e+01 -5.195051e+01 
-2.963121e+01 -2.962452e+01 -2.918604e+01 -2.966799e+01 -3.201097e+01 -3.032822e+01 -2.669215e+01 -3.089036e+01 -2.938706e+01 -4.316679e+01 
-2.929344e+01 -2.916573e+01 -2.918211e+01 -3.024931e+01 -2.644426e+01 -2.905398e+01 -2.928385e+01 -2.887468e+01 -2.452596e+01 -2.860316e+01 
-2.754273e+01 -2.768130e+01 -2.782274e+01 -2.653157e+01 -2.802452e+01 -2.905398e+01 -2.874056e+01 -2.855737e+01 -3.249944e+01 -2.268489e+01 
-2.848552e+01 -2.897476e+01 -2.840920e+01 -2.520735e+01 -2.948551e+01 -2.989945e+01 -2.521633e+01 -2.862690e+01 -4.465351e+01 -4.613282e+01 
-2.869589e+01 -2.889036e+01 -2.876145e+01 -2.731587e+01 -2.943524e+01 -2.905398e+01 -2.798874e+01 -2.854205e+01 -3.553518e+01 -3.310919e+01 
-2.780085e+01 -2.829470e+01 -2.813048e+01 -2.445655e+01 -2.772926e+01 -2.863379e+01 -2.713062e+01 -2.915037e+01 -4.417008e+01 -3.370784e+01 
-2.854487e+01 -2.879617e+01 -2.806128e+01 -2.677262e+01 -2.823021e+01 -2.863379e+01 -2.400871e+01 -2.751558e+01 -3.731192e+01 -5.046626e+01 
-2.846957e+01 -2.843975e+01 -2.836927e+01 -2.868969e+01 -2.737023e+01 -2.905398e+01 -2.793370e+01 -3.125077e+01 -2.736784e+01 -3.080714e+01 
-2.848302e+01 -2.880316e+01 -2.858338e+01 -2.625781e+01 -2.792175e+01 -3.032822e+01 -2.726015e+01 -2.890132e+01 -3.947795e+01 -3.598589e+01 
-2.816910e+01 -2.926870e+01 -2.866599e+01 -2.153622e+01 -3.006450e+01 -2.989945e+01 -2.529757e+01 -3.027883e+01 -6.064419e+01 -4.739522e+01 
-2.989756e+01 -2.981350e+01 -2.921044e+01 -3.051919e+01 -2.761529e+01 -2.946887e+01 -2.587621e+01 -2.795542e+01 -2.677908e+01 -4.785164e+01 
-3.037569e+01 -2.983341e+01 -2.988971e+01 -3.483523e+01 -3.203098e+01 -2.989945e+01 -3.023903e+01 -3.240258e+01 -7.869759e+00 -2.790679e+01 
-2.938020e+01 -2.866446e+01 -2.865018e+01 -3.570621e+01 -2.929127e+01 -3.076113e+01 -2.855611e+01 -2.869815e+01 2.000011e+00 -2.914911e+01 
-2.787720e+01 -2.836738e+01 -2.793504e+01 -2.455982e+01 -2.882297e+01 -3.076113e+01 -2.542057e+01 -2.915147e+01 -4.412975e+01 -4.186803e+01 
-2.873673e+01 -2.870149e+01 -2.854845e+01 -2.900000e+01 -2.928930e+01 -2.905398e+01 -2.762015e+01 -2.853206e+01 -2.743468e+01 -3.374573e+01 
-2.896368e+01 -2.941428e+01 -2.878313e+01 -2.594608e+01 -3.024718e+01 -3.076113e+01 -2.528775e+01 -3.036205e+01 -4.392682e+01 -4.823946e+01 
-2.925046e+01 -2.903557e+01 -2.894846e+01 -3.090644e+01 -2.657068e+01 -2.946887e+01 -2.840738e+01 -2.708889e+01 -2.099482e+01 -3.193905e+01 
-2.967459e+01 -2.902558e+01 -2.870972e+01 -3.526669e+01 -2.755013e+01 -2.946887e+01 -2.685533e+01 -2.792423e+01 -1.811945e+00 -3.907886e+01 
-2.904466e+01 -2.890795e+01 -2.856981e+01 -3.008036e+01 -2.913411e+01 -2.946887e+01 -2.658718e+01 -2.813146e+01 -2.389179e+01 -3.963855e+01 
