sigma_18, sigma_D, sigma_17,  diff1,  diff2, diff2_17O,  divis,  diff3 
8.390730e-02 7.819298e-02 8.727065e-02 9.262929e-04 9.023003e-04 1.193679e-03 1.151500e+00 9.865502e-04 
8.398347e-02 7.963889e-02 8.698371e-02 7.108704e-04 1.034574e-03 1.286143e-03 1.112083e+00 9.614162e-04 
8.337686e-02 7.661295e-02 8.508229e-02 1.082156e-03 1.271099e-03 1.248252e-03 1.184368e+00 9.614162e-04 
8.400188e-02 7.741354e-02 8.554337e-02 1.063461e-03 1.225132e-03 1.466775e-03 1.177455e+00 1.090329e-03 
8.424586e-02 7.749067e-02 8.467114e-02 1.092560e-03 1.080287e-03 1.189855e-03 1.181948e+00 9.614162e-04 
8.486706e-02 7.724980e-02 8.550297e-02 1.234886e-03 1.061765e-03 1.114609e-03 1.206934e+00 1.012008e-03 
8.767617e-02 7.987696e-02 8.848802e-02 1.306782e-03 1.257000e-03 1.181934e-03 1.204814e+00 9.614162e-04 
8.279375e-02 7.578590e-02 8.515711e-02 1.111303e-03 1.097414e-03 1.169778e-03 1.193489e+00 1.012008e-03 
8.248438e-02 7.635012e-02 8.478287e-02 9.743312e-04 8.444840e-04 1.049767e-03 1.167143e+00 9.366065e-04 
8.349625e-02 7.765625e-02 8.479500e-02 9.411318e-04 1.183013e-03 1.189430e-03 1.156062e+00 1.012008e-03 
8.890901e-02 8.202375e-02 8.903410e-02 1.176915e-03 1.076731e-03 1.212486e-03 1.174931e+00 1.012008e-03 
8.595890e-02 7.820926e-02 8.718556e-02 1.272244e-03 9.855293e-04 1.207434e-03 1.207995e+00 9.614162e-04 
8.531188e-02 7.845242e-02 8.608497e-02 1.123335e-03 9.886135e-04 1.213599e-03 1.182514e+00 1.012008e-03 
8.809315e-02 8.019592e-02 8.806008e-02 1.329018e-03 1.095942e-03 1.169398e-03 1.206646e+00 1.037791e-03 
8.577596e-02 7.872289e-02 8.827833e-02 1.160221e-03 1.062555e-03 1.292599e-03 1.187214e+00 1.037791e-03 
8.600815e-02 7.976867e-02 8.731042e-02 1.034361e-03 1.119699e-03 1.026358e-03 1.162558e+00 1.012008e-03 
8.596661e-02 7.870284e-02 8.664275e-02 1.196121e-03 1.083384e-03 1.187494e-03 1.193105e+00 9.366065e-04 
8.693986e-02 7.736360e-02 8.638629e-02 1.573412e-03 9.517994e-04 1.090547e-03 1.262887e+00 9.614162e-04 
8.169374e-02 7.581643e-02 8.470743e-02 9.257354e-04 1.103436e-03 1.258398e-03 1.161050e+00 9.865502e-04 
8.029025e-02 7.576036e-02 8.266124e-02 7.068913e-04 8.434367e-04 9.545219e-04 1.123160e+00 9.614162e-04 
8.323535e-02 7.911059e-02 8.643531e-02 6.696378e-04 9.974476e-04 1.202257e-03 1.106997e+00 9.121211e-04 
8.785300e-02 7.998161e-02 8.867763e-02 1.321093e-03 1.026183e-03 1.169318e-03 1.206516e+00 9.121211e-04 
8.518673e-02 7.900258e-02 8.675139e-02 1.015373e-03 9.975684e-04 1.214325e-03 1.162683e+00 1.012008e-03 
8.449401e-02 7.694758e-02 8.601895e-02 1.218308e-03 9.412528e-04 1.084918e-03 1.205763e+00 9.121211e-04 
8.362576e-02 7.803359e-02 8.551389e-02 9.040261e-04 1.174194e-03 1.326545e-03 1.148463e+00 9.865502e-04 
8.235518e-02 7.806247e-02 8.625079e-02 6.886271e-04 1.107740e-03 1.260797e-03 1.113006e+00 9.865502e-04 
8.424797e-02 7.840179e-02 8.668494e-02 9.508803e-04 1.007091e-03 1.244932e-03 1.154694e+00 9.865502e-04 
8.565988e-02 7.716208e-02 8.570297e-02 1.383629e-03 9.000754e-04 1.112635e-03 1.232387e+00 1.090329e-03 
8.517830e-02 7.818727e-02 8.639833e-02 1.142094e-03 8.617005e-04 1.212316e-03 1.186823e+00 1.037791e-03 
8.230982e-02 7.746225e-02 8.507812e-02 7.745050e-04 9.261521e-04 1.255666e-03 1.129076e+00 9.121211e-04 
8.278612e-02 7.664949e-02 8.416881e-02 9.783971e-04 1.129209e-03 1.220494e-03 1.166532e+00 1.037791e-03 
8.809843e-02 8.133844e-02 8.916016e-02 1.145392e-03 1.196484e-03 1.220723e-03 1.173126e+00 1.117085e-03 
8.296642e-02 7.811807e-02 8.591149e-02 7.809940e-04 1.108989e-03 1.203313e-03 1.127981e+00 9.865502e-04 
8.217297e-02 7.710866e-02 8.409719e-02 8.066525e-04 1.082994e-03 1.275595e-03 1.135669e+00 8.879600e-04 
8.540239e-02 7.781069e-02 8.414931e-02 1.239064e-03 1.013817e-03 1.159075e-03 1.204652e+00 9.865502e-04 
8.571118e-02 8.068013e-02 8.811295e-02 8.371221e-04 8.851131e-04 1.108514e-03 1.128604e+00 8.879600e-04 
8.422326e-02 7.697809e-02 8.473426e-02 1.167932e-03 1.021797e-03 1.180387e-03 1.197099e+00 9.865502e-04 
8.437714e-02 7.877725e-02 8.658284e-02 9.136477e-04 9.366277e-04 1.248851e-03 1.147224e+00 1.063898e-03 
8.333592e-02 7.697982e-02 8.572786e-02 1.018982e-03 9.150290e-04 1.175537e-03 1.171954e+00 1.012008e-03 
8.368305e-02 7.959574e-02 8.641358e-02 6.673699e-04 1.115724e-03 1.295985e-03 1.105338e+00 9.865502e-04 
8.348592e-02 7.518777e-02 8.412508e-02 1.316699e-03 1.010898e-03 1.181411e-03 1.232912e+00 9.865502e-04 
8.277764e-02 7.693675e-02 8.517663e-02 9.328748e-04 8.703734e-04 1.154301e-03 1.157600e+00 1.012008e-03 
8.395580e-02 7.651146e-02 8.507027e-02 1.194573e-03 9.377874e-04 1.214309e-03 1.204061e+00 9.366065e-04 
8.335203e-02 7.752530e-02 8.624441e-02 9.373898e-04 1.076621e-03 1.316969e-03 1.155967e+00 9.865502e-04 
8.145814e-02 7.513623e-02 8.363425e-02 9.899755e-04 1.026825e-03 1.245713e-03 1.175358e+00 1.012008e-03 
8.468404e-02 7.755943e-02 8.637481e-02 1.155920e-03 1.029671e-03 1.243800e-03 1.192158e+00 9.865502e-04 
8.405855e-02 7.650466e-02 8.603749e-02 1.212876e-03 9.623724e-04 1.202841e-03 1.207224e+00 1.037791e-03 
8.262376e-02 7.594458e-02 8.380330e-02 1.059108e-03 1.005628e-03 1.179909e-03 1.183631e+00 9.366065e-04 
8.337049e-02 7.708247e-02 8.592214e-02 1.008933e-03 9.265807e-04 1.207849e-03 1.169805e+00 1.012008e-03 
8.571951e-02 7.912590e-02 8.785333e-02 1.086927e-03 1.039595e-03 1.207641e-03 1.173605e+00 1.012008e-03 
8.591272e-02 7.954119e-02 8.718080e-02 1.054196e-03 8.600108e-04 1.185454e-03 1.166624e+00 9.614162e-04 
8.145466e-02 7.744347e-02 8.529761e-02 6.373702e-04 1.001589e-03 1.134946e-03 1.106273e+00 9.614162e-04 
8.880168e-02 8.045376e-02 8.759147e-02 1.412932e-03 1.136139e-03 1.219350e-03 1.218287e+00 1.037791e-03 
8.530027e-02 7.708323e-02 8.445990e-02 1.334311e-03 1.062636e-03 1.210693e-03 1.224563e+00 1.063898e-03 
8.509673e-02 7.940792e-02 8.757275e-02 9.358351e-04 1.098980e-03 1.139603e-03 1.148413e+00 9.865502e-04 
8.432189e-02 7.875950e-02 8.619876e-02 9.071223e-04 1.058611e-03 1.176201e-03 1.146238e+00 9.366065e-04 
8.738338e-02 8.077160e-02 8.893424e-02 1.111804e-03 1.048776e-03 1.131560e-03 1.170416e+00 1.037791e-03 
8.508537e-02 7.662824e-02 8.579056e-02 1.367634e-03 8.343530e-04 1.227045e-03 1.232912e+00 1.012008e-03 
8.532943e-02 7.875839e-02 8.695068e-02 1.078229e-03 9.840467e-04 1.063856e-03 1.173827e+00 1.012008e-03 
8.422420e-02 7.673692e-02 8.600791e-02 1.205161e-03 9.868928e-04 1.305255e-03 1.204662e+00 9.366065e-04 
8.462323e-02 7.933565e-02 8.577003e-02 8.669459e-04 1.009174e-03 1.238118e-03 1.137738e+00 8.879600e-04 
8.367369e-02 7.638433e-02 8.384738e-02 1.166720e-03 1.065223e-03 1.195895e-03 1.199967e+00 1.012008e-03 
8.299437e-02 7.636762e-02 8.496913e-02 1.056052e-03 1.020756e-03 1.232600e-03 1.181078e+00 1.063898e-03 
8.622796e-02 7.981155e-02 8.791015e-02 1.065378e-03 1.105129e-03 1.247597e-03 1.167252e+00 1.012008e-03 
8.451982e-02 7.727683e-02 8.675376e-02 1.171891e-03 9.959192e-04 1.251253e-03 1.196241e+00 1.012008e-03 
8.542225e-02 7.862600e-02 8.743781e-02 1.114914e-03 9.597757e-04 1.196420e-03 1.180347e+00 9.614162e-04 
8.467720e-02 7.858406e-02 8.663494e-02 9.947732e-04 1.088042e-03 1.348563e-03 1.161085e+00 1.063898e-03 
8.271646e-02 7.580222e-02 8.364267e-02 1.096036e-03 9.792097e-04 1.085569e-03 1.190748e+00 1.037791e-03 
8.576002e-02 7.810354e-02 8.602029e-02 1.254618e-03 9.525872e-04 1.221513e-03 1.205670e+00 9.366065e-04 
8.864690e-02 8.033999e-02 8.766141e-02 1.403759e-03 1.085258e-03 1.205715e-03 1.217485e+00 1.037791e-03 
8.392930e-02 7.675976e-02 8.627459e-02 1.152068e-03 9.696152e-04 1.291371e-03 1.195529e+00 9.865502e-04 
8.529812e-02 7.816428e-02 8.585605e-02 1.166116e-03 1.174970e-03 1.321811e-03 1.190864e+00 1.090329e-03 
8.349805e-02 7.803261e-02 8.563485e-02 8.828355e-04 1.031462e-03 1.206978e-03 1.144986e+00 9.865502e-04 
