sigma_18, sigma_D, sigma_17,  diff1,  diff2, diff2_17O,  divis,  diff3 
5.751049e-02 5.239977e-02 5.892383e-02 5.617213e-04 7.159255e-04 8.066140e-04 1.204580e+00 5.723602e-04 
5.600497e-02 5.059576e-02 5.860481e-02 5.766256e-04 6.842645e-04 7.954813e-04 1.225250e+00 4.851146e-04 
5.804996e-02 5.161291e-02 5.973245e-02 7.059055e-04 6.207719e-04 6.850485e-04 1.264990e+00 5.723602e-04 
5.811816e-02 5.144357e-02 5.864933e-02 7.312793e-04 6.935150e-04 7.878716e-04 1.276326e+00 5.906746e-04 
5.667407e-02 4.993528e-02 5.836601e-02 7.184173e-04 6.705794e-04 6.736988e-04 1.288112e+00 5.906746e-04 
5.583830e-02 5.173750e-02 5.875933e-02 4.411468e-04 6.959724e-04 6.841234e-04 1.164806e+00 6.092774e-04 
5.912225e-02 5.284496e-02 6.021881e-02 7.028513e-04 6.718608e-04 8.173341e-04 1.251684e+00 5.906746e-04 
5.818685e-02 5.130314e-02 5.949007e-02 7.536977e-04 7.211700e-04 7.967648e-04 1.286358e+00 6.281686e-04 
5.959282e-02 5.329687e-02 6.048292e-02 7.107481e-04 6.245443e-04 7.482286e-04 1.250214e+00 5.906746e-04 
5.854431e-02 5.245708e-02 6.009659e-02 6.756904e-04 7.204392e-04 7.464468e-04 1.245550e+00 6.092774e-04 
5.962605e-02 5.241091e-02 5.894819e-02 8.083614e-04 7.148128e-04 7.603639e-04 1.294281e+00 5.906746e-04 
5.739343e-02 5.140956e-02 5.910495e-02 6.510632e-04 6.752448e-04 7.273087e-04 1.246340e+00 5.723602e-04 
5.851430e-02 5.156707e-02 5.824118e-02 7.647602e-04 6.607266e-04 7.288631e-04 1.287594e+00 6.473482e-04 
5.753032e-02 5.191082e-02 5.869741e-02 6.150048e-04 6.564700e-04 8.061522e-04 1.228225e+00 5.723602e-04 
5.734728e-02 5.217604e-02 5.927464e-02 5.663718e-04 6.537934e-04 7.050986e-04 1.208046e+00 5.723602e-04 
5.941594e-02 5.230148e-02 5.906074e-02 7.948090e-04 6.617956e-04 7.476057e-04 1.290559e+00 6.281686e-04 
5.729614e-02 5.218257e-02 5.983508e-02 5.598275e-04 7.569034e-04 8.009260e-04 1.205591e+00 5.723602e-04 
5.803370e-02 5.107550e-02 5.956347e-02 7.592034e-04 6.273157e-04 7.437639e-04 1.291027e+00 5.906746e-04 
5.976438e-02 5.351676e-02 6.143194e-02 7.077376e-04 6.594750e-04 7.532456e-04 1.247111e+00 5.723602e-04 
5.580505e-02 5.084335e-02 5.768152e-02 5.291574e-04 6.264787e-04 6.605877e-04 1.204699e+00 5.906746e-04 
5.718081e-02 5.145541e-02 5.800341e-02 6.219854e-04 5.647343e-04 6.762189e-04 1.234919e+00 5.906746e-04 
5.916508e-02 5.239959e-02 6.010711e-02 7.547903e-04 6.669292e-04 7.014886e-04 1.274897e+00 6.092774e-04 
5.897322e-02 5.094218e-02 5.910284e-02 8.827349e-04 8.390211e-04 8.676387e-04 1.340154e+00 6.281686e-04 
5.866212e-02 5.239200e-02 5.952683e-02 6.963224e-04 6.955883e-04 8.095497e-04 1.253677e+00 6.281686e-04 
5.940472e-02 5.232883e-02 5.993133e-02 7.906141e-04 7.898899e-04 6.869409e-04 1.288724e+00 5.906746e-04 
5.826957e-02 5.285013e-02 5.948558e-02 6.022068e-04 6.435294e-04 7.129219e-04 1.215602e+00 5.906746e-04 
5.839534e-02 5.191274e-02 5.955476e-02 7.150837e-04 5.930733e-04 6.609984e-04 1.265344e+00 5.906746e-04 
5.684771e-02 5.075318e-02 5.857481e-02 6.557773e-04 6.719648e-04 6.248964e-04 1.254583e+00 5.906746e-04 
5.675464e-02 4.943651e-02 5.847222e-02 7.771204e-04 5.940991e-04 6.776590e-04 1.317975e+00 5.723602e-04 
5.832961e-02 5.302591e-02 6.009207e-02 5.905963e-04 5.885636e-04 7.230650e-04 1.210046e+00 5.723602e-04 
5.584332e-02 5.046791e-02 5.833410e-02 5.714663e-04 6.597670e-04 7.484084e-04 1.224368e+00 5.019869e-04 
5.823571e-02 5.246739e-02 5.985670e-02 6.385712e-04 6.220816e-04 6.750447e-04 1.231969e+00 5.543342e-04 
5.958719e-02 5.171393e-02 6.010957e-02 8.763016e-04 6.586084e-04 7.806011e-04 1.327671e+00 5.723602e-04 
5.935158e-02 5.371728e-02 5.964642e-02 6.370638e-04 7.398883e-04 6.995170e-04 1.220778e+00 5.723602e-04 
5.766700e-02 5.050878e-02 5.866215e-02 7.743458e-04 6.763717e-04 7.652698e-04 1.303530e+00 6.092774e-04 
5.837496e-02 5.099718e-02 6.064185e-02 8.069239e-04 6.995851e-04 7.468138e-04 1.310270e+00 5.723602e-04 
5.870790e-02 5.173780e-02 5.978538e-02 7.698184e-04 6.886287e-04 7.948998e-04 1.287589e+00 5.906746e-04 
5.727197e-02 5.188966e-02 5.943811e-02 5.875412e-04 5.231218e-04 6.715605e-04 1.218211e+00 5.543342e-04 
5.759021e-02 5.180061e-02 5.827729e-02 6.333291e-04 7.139619e-04 7.572190e-04 1.236026e+00 6.281686e-04 
5.695558e-02 5.074309e-02 5.865082e-02 6.690766e-04 7.082509e-04 7.789171e-04 1.259850e+00 6.092774e-04 
5.708329e-02 5.327299e-02 5.966720e-02 4.204905e-04 7.025309e-04 8.046651e-04 1.148164e+00 5.723602e-04 
5.943323e-02 5.240743e-02 6.011661e-02 7.857699e-04 7.047964e-04 8.072765e-04 1.286095e+00 6.092774e-04 
5.845595e-02 5.218109e-02 5.963471e-02 6.942315e-04 6.539589e-04 7.366459e-04 1.254964e+00 5.543342e-04 
5.853635e-02 5.326283e-02 6.023693e-02 5.895749e-04 5.974938e-04 7.124220e-04 1.207821e+00 5.365967e-04 
5.864788e-02 5.247188e-02 6.056885e-02 6.862748e-04 6.936474e-04 7.885141e-04 1.249256e+00 6.092774e-04 
5.703790e-02 5.186476e-02 5.909534e-02 5.633689e-04 6.118038e-04 7.204128e-04 1.209434e+00 5.365967e-04 
5.717116e-02 5.148066e-02 5.917708e-02 6.182835e-04 6.277989e-04 7.096376e-04 1.233292e+00 5.906746e-04 
5.758988e-02 5.214654e-02 6.009160e-02 5.973329e-04 5.808619e-04 6.092241e-04 1.219667e+00 5.723602e-04 
5.926882e-02 5.383780e-02 6.163683e-02 6.142841e-04 6.771347e-04 7.578459e-04 1.211931e+00 6.281686e-04 
5.799937e-02 5.269719e-02 5.935837e-02 5.869329e-04 7.302961e-04 7.597675e-04 1.211355e+00 6.281686e-04 
5.798884e-02 5.150106e-02 5.888878e-02 7.103469e-04 5.643650e-04 7.165753e-04 1.267817e+00 6.473482e-04 
5.779962e-02 5.103073e-02 5.898972e-02 7.366606e-04 6.498669e-04 6.684746e-04 1.282881e+00 6.473482e-04 
5.940418e-02 5.189921e-02 5.970233e-02 8.353291e-04 5.722052e-04 7.481482e-04 1.310125e+00 6.281686e-04 
5.817270e-02 5.338104e-02 5.927734e-02 5.345269e-04 7.368270e-04 8.396214e-04 1.187584e+00 5.723602e-04 
5.879872e-02 5.282457e-02 5.974786e-02 6.668537e-04 5.858441e-04 6.725705e-04 1.238978e+00 5.723602e-04 
5.772149e-02 5.256974e-02 5.927181e-02 5.681929e-04 6.387173e-04 7.596643e-04 1.205600e+00 5.906746e-04 
5.845715e-02 5.137892e-02 5.939441e-02 7.774451e-04 6.595433e-04 6.961367e-04 1.294510e+00 5.906746e-04 
5.815093e-02 5.260055e-02 5.997917e-02 6.147125e-04 6.890365e-04 7.030935e-04 1.222173e+00 5.906746e-04 
5.851732e-02 5.331753e-02 5.973937e-02 5.815179e-04 6.233731e-04 7.535554e-04 1.204561e+00 6.092774e-04 
5.836891e-02 5.108770e-02 5.934247e-02 7.969763e-04 6.808140e-04 7.457046e-04 1.305360e+00 5.906746e-04 
5.889148e-02 5.215294e-02 5.968414e-02 7.482771e-04 7.455532e-04 8.029066e-04 1.275109e+00 6.092774e-04 
5.859797e-02 5.167247e-02 5.896471e-02 7.636782e-04 7.161348e-04 7.312578e-04 1.286017e+00 6.281686e-04 
5.862260e-02 5.226919e-02 5.953381e-02 7.045411e-04 6.856175e-04 7.245621e-04 1.257878e+00 6.281686e-04 
5.810391e-02 5.229559e-02 5.981282e-02 6.412357e-04 6.935103e-04 8.067591e-04 1.234470e+00 6.092774e-04 
5.932775e-02 5.304659e-02 6.089049e-02 7.058411e-04 6.009407e-04 7.251201e-04 1.250837e+00 5.906746e-04 
5.699977e-02 5.080866e-02 5.852129e-02 6.674538e-04 5.838940e-04 7.709636e-04 1.258551e+00 5.723602e-04 
5.861731e-02 5.267086e-02 6.008718e-02 6.617700e-04 6.701624e-04 7.693721e-04 1.238543e+00 6.092774e-04 
5.656866e-02 5.192584e-02 5.908059e-02 5.037203e-04 6.369577e-04 7.074205e-04 1.186820e+00 5.543342e-04 
5.823151e-02 5.321712e-02 5.967146e-02 5.588470e-04 6.385882e-04 8.149531e-04 1.197329e+00 5.723602e-04 
5.897888e-02 5.179859e-02 5.980833e-02 7.954150e-04 6.149993e-04 7.240174e-04 1.296454e+00 5.723602e-04 
6.038223e-02 5.388002e-02 6.079261e-02 7.429573e-04 6.089957e-04 6.234553e-04 1.255922e+00 6.281686e-04 
5.809983e-02 5.140058e-02 6.616928e-02 7.335703e-04 7.168403e-04 7.545313e-04 1.277655e+00 6.281686e-04 
5.696919e-02 5.196814e-02 5.870283e-02 5.448008e-04 6.582636e-04 7.493688e-04 1.201727e+00 5.906746e-04 
